"","bm.model","biomass","SE","year"
"1","jenkins.pine",212.568693037177,16.2251546178891,2012
"2","nt.piaz",231.228602055045,18.4535076095983,2012
"3","nt.pine",255.708969625249,20.5321311234842,2012
"4","nt.pipo",299.651082094581,24.7135463773199,2012
"5","nt.vcnp",309.668528994013,25.2240811387908,2012
"6","nt.pine.dom",291.956541950283,23.9880662329,2012
