"","tree","year","jenkins.pine","nt.piaz","nt.pine","nt.pipo","nt.vcnp","nt.pine.dom"
"5251","VLF008",1984,103.834363771515,107.433864100638,117.962005797605,133.851545837201,140.43527429548,131.020122481324
"5252","VLF009",1984,206.10625599692,220.702103863079,243.506298195609,282.353199219802,293.254327388311,275.525973540732
"5253","VLF010",1984,113.608339803166,118.079272330893,129.733300556201,147.628636112943,154.683462780193,144.446868595654
"5254","VLF011",1984,217.161772338319,233.150473403785,257.335924387881,298.88219665247,310.181613028404,291.586423909115
"5255","VLF012",1984,175.200207702856,186.086964682358,205.079125171188,236.579160774779,246.30372086717,231.028172326522
"5256","VLF015",1984,149.339911699422,157.355046823608,173.219202137739,198.819794821587,207.481804620064,194.294966802543
"5257","VLF016",1984,193.628872474358,206.694422556475,227.950859395804,263.796322967861,274.233627661312,257.490297110886
"5258","VLF017",1984,85.5934112318941,87.7079738140694,96.1717964178065,108.462818902433,114.123049083709,106.261093584001
"5259","VLF018",1984,288.016696628143,313.631497633048,346.857223442397,406.468195678779,420.076074317001,396.040271555103
"5260","VLF019",1984,103.370066054675,106.929987635118,117.405120890875,133.201247925239,139.76202434777,130.386155328107
"5261","VLF020",1984,93.3823798506644,96.1129533155439,105.453546393705,119.262742757556,125.322920019679,116.795198113298
"5262","VLF021",1984,46.2405665628648,45.9427754580499,50.1575131848237,55.4778330952934,58.9070977162551,54.5031448089666
"5263","VLF022",1984,185.263744036158,197.32731488911,217.552494588276,251.411550467978,261.529724407384,245.450596835686
"5264","VLF023",1984,88.2361179354976,90.5525679220653,99.3120183327319,112.110911687278,117.909035994477,109.820199222345
"5265","VLF025",1984,355.821832844498,391.590070283695,433.721377629107,511.663135583052,527.143791901718,498.060904090722
"5266","VLF051",1984,170.221391010305,180.537366337045,198.922546112417,229.267715202385,238.793687180286,223.917494250784
"5267","VLF052",1984,223.070524572709,239.817111922702,264.74439575855,307.747994822865,319.255632327925,300.199334214544
"5268","VLF053",1984,NA,NA,NA,NA,NA,NA
"5269","VLF054",1984,21.4196701488399,20.4772912086396,22.234741805346,24.0031421349879,25.7782769985086,23.6634948727269
"5270","VLF055",1984,19.07374307022,18.1299811443259,19.6700251166307,21.1576608498425,22.7609209248275,20.86908585921
"5271","VLF057",1984,278.591813221253,302.866616494958,334.873788534781,392.016273464047,405.338133674535,382.016082212128
"5272","VLF058",1984,123.754968080191,129.174989268142,142.009471743596,162.033011731539,169.562761783193,158.479871740954
"5273","VLF059",1984,153.05528918736,161.484330643066,177.798238829117,204.247780018328,213.062029224341,199.575294306193
"5274","VLF061",1984,355.5746977071,391.304409106226,433.40284491832,511.27608722099,526.750470947458,497.685715093751
"5275","VLF062",1984,73.0250071195336,74.2402528207472,81.3138604401182,91.2507751267383,96.236685926796,89.4620899464744
"5276","VLF063",1984,19.190986269849,18.2463813827065,19.7970661018346,21.2979149664012,22.9099912025428,21.0069200446951
"5277","VLF064",1984,231.868386066964,249.75812288179,275.793900415618,320.983390376296,332.795962046823,313.055489009615
"5278","VLF065",1984,92.1402476370562,94.7645428001577,103.963222437342,117.522129398535,123.521015697085,115.098337259294
"5279","VLF066",1984,64.7095468450413,65.3844884939938,71.552433686646,79.9865618765116,84.5098729680807,78.4620768165393
"5280","VLF067",1984,145.171765995438,152.748061944114,168.114404995795,192.789557914019,201.272350433105,188.425856556793
"5281","VLF068",1984,46.8517243576112,46.5806078273757,50.8585726069319,56.2765674781795,59.7436154472868,55.2845697059754
"5282","VLF069",1984,124.645878425222,130.151644634069,143.090408283933,163.303316268832,170.87399337066,159.717149886167
"5283","VLF070",1984,43.4479323240565,43.0335729156951,46.9607503447631,51.8398713240193,55.0949924983673,50.9434359014286
"5284","VLF072",1984,252.113440037325,272.70709395213,301.313367418995,351.613086434328,364.101735124308,342.79894293188
"5285","VLF073",1984,28.6406844149045,27.7840357279838,30.2308740276407,32.9376364378981,35.2210936413489,32.4287463816562
"5286","VLF074",1984,194.232840717366,207.373374704971,228.704973402233,264.69670045291,275.156147117134,258.365281006705
"5287","VLF075",1984,171.461950776224,181.932403406856,200.472079640655,231.118083035239,240.689424382517,225.715637930644
"5288","VLF101",1984,205.630786520871,220.178929636867,242.926980638625,281.670987641375,292.55079809181,274.861686570462
"5289","VLF102",1984,385.094956869171,425.505448371404,471.551879403389,557.698467850413,573.893015212827,542.676310144799
"5290","VLF104",1984,287.083493488577,312.581782408651,345.69122370863,405.0757170475,418.649490988124,394.687102330592
"5291","VLF105",1984,291.996994732142,318.18070750963,351.921862137096,412.578646407102,426.306245551921,401.969519352516
"5292","VLF106",1984,441.837677367735,491.565104240126,545.287567512549,647.700158049391,665.160063358677,629.863933941431
"5293","VLF107",1984,185.082553258152,197.132246437422,217.33717341427,251.161602941152,261.270212998618,245.206709299269
"5294","VLF108",1984,325.34205208626,356.471387479939,394.579181752978,464.197285230255,478.863188377249,452.036173634779
"5295","VLF109",1984,359.361860048985,395.680379943639,438.282118826503,517.203536457665,532.77462176356,503.431730725867
"5296","VLF112",1984,162.176973453744,171.590475769238,189.000185435383,217.500459691218,226.698951529514,212.47108457498
"5297","VLF113",1984,216.346060440506,232.231153686504,256.314466649279,297.660660962209,308.930979424764,290.399612650799
"5298","VLF114",1984,408.838772248659,453.085418843068,502.326771609693,595.208639179587,611.956005495566,579.021087009755
"5299","VLF115",1984,201.192614504402,215.186352253915,237.381174876752,275.046670758771,285.764961363474,268.424598929494
"5300","VLF116",1984,76.328386141358,77.7652994821032,85.2004989659072,95.7414005116461,100.908987547926,93.8466017222547
"5301","VLF117",1984,28.3406802960389,27.4758532350875,29.8928988435447,32.5564112025522,34.8199566694167,32.0552472484241
"5302","VLF118",1984,128.39727489875,134.279106642719,147.660921561015,168.686874923251,176.42503416216,164.959021589316
"5303","VLF119",1984,107.693016894988,111.62944352266,122.600213329043,139.274296410203,146.0462573783,136.305783077784
"5304","VLF120",1984,122.036532703561,127.292262955847,139.925890999203,159.58531098535,167.035765415802,156.095682901431
"5305","VLF121",1984,245.215688539685,264.885993764824,292.615905045678,341.172219501779,353.431249372582,332.660416178467
"5306","VLF122",1984,126.641507046175,132.34422202513,145.517857745326,166.160035631745,173.820814130227,162.499039334291
"5307","VLF123",1984,506.554841303078,567.428613411299,630.048445763292,751.60859849299,770.315796938828,730.461101505742
"5308","VLF124",1984,65.6878391203254,66.4234294250388,72.6971720684644,81.3051974630586,85.8838012505709,79.7501104330844
"5309","VLF125",1984,293.602442381416,320.026917153738,353.979023656602,415.070181040031,428.842019760227,404.385837381365
"5310","VLF126",1984,115.335002532118,119.963148204633,131.816929540468,150.069975852866,157.206991491116,146.825754604781
"5311","VLF127",1984,504.810454968627,565.377119780311,627.75529884393,748.791660443834,767.467778024717,727.734730463874
"5312","VLF128",1984,299.973922853263,327.314785363873,362.093507733443,424.865078316334,438.826520352045,413.889600436054
"5313","VLF129",1984,213.183062164531,228.668145796102,252.355874661875,292.928135288145,304.085024036938,285.801415673321
"5314","VLF130",1984,274.658272971856,298.370752818738,329.868525808711,385.97738355807,399.180961174936,376.156283486317
"5315","VLF131",1984,126.514170460151,132.200950739917,145.358714094667,165.969989648061,173.626106041576,162.314355599488
"5316","VLF132",1984,65.343458401424,66.0572697711922,72.2936589734734,80.8400434168828,85.3993099112302,79.2957993144606
"5317","VLF133",1984,90.3835578906959,92.8682319035207,101.868990319322,115.084802501102,120.993695482362,112.721077022087
"5318","VLF134",1984,312.78238520483,342.008056504381,378.460042765451,444.657135400475,458.984412163353,433.088347751643
"5319","VLF135",1984,84.6616444102057,86.7050802458798,95.0646844742886,107.17669702147,112.788291631483,105.006337624617
"5320","VLF136",1984,180.664173500277,192.186053794901,211.846660437911,244.62342206124,254.562985047509,238.850533802332
"5321","VLF137",1984,72.0714660194555,73.2174522658603,80.1853232063121,89.9426260059356,94.8776768373756,88.1854441370295
"5322","VLF138",1984,58.0175877044322,58.302964822285,63.7537047653312,71.0232867337286,75.1609261720259,69.7040016487428
"5323","VLF139",1984,170.886657115282,181.282510636766,199.74975397072,230.253087328972,239.804383648764,224.875392274196
"5324","VLF140",1984,317.714997785007,347.672434463311,384.770407038149,452.293286562337,466.759313030329,440.494891342032
"5325","VLF141",1984,388.995891767578,430.025663151705,476.594000657868,563.834695665771,580.124138973625,548.623194395712
"5326","VLF142",1984,229.586864338918,247.178071890991,272.925829344046,317.546191387486,329.28040860197,309.717020488905
"5327","VLF143",1984,421.788500158771,468.160058703894,519.152836007236,615.745250095855,632.781951729721,598.915761341868
"5328","VLF145",1984,525.144695153929,589.324457076375,654.528716830525,781.709311644643,800.735011064563,759.590066598571
"5329","VLF146",1984,126.560039264836,132.264588256678,145.431232394629,166.06618034445,173.720094176607,162.40651657182
"5330","VLF147",1984,72.5504042075042,73.7286748950583,80.7490086199968,90.5940253339477,95.5553728761298,88.8214346000063
"5331","VLF149",1984,79.7202628033882,81.3984647349701,89.2084777818029,100.383246186061,105.733254816478,98.3772194048547
"5332","VLF150",1984,514.817575682196,577.154030415121,640.920716918642,764.971192621425,783.822550334951,743.393117731278
"5333","VLF001",1985,124.538717748034,130.04203997036,142.970328881533,163.168654065711,170.731873810109,159.585089499415
"5334","VLF004",1985,148.892584913308,156.861273678975,172.672175561982,198.174136522765,206.816698143537,193.66648543075
"5335","VLF005",1985,114.355748784288,118.893661804614,130.633875100439,148.682942614988,155.773686916574,145.474326196799
"5336","VLF007",1985,195.261092846508,208.528250186601,229.98753516117,266.227160111397,276.724655725089,259.852696033021
"5337","VLF008",1985,105.092981814799,108.801892574488,119.474283385071,135.619224369851,142.264504412938,132.743168602792
"5338","VLF009",1985,209.598475279034,224.630639852203,247.870167122597,287.565780369974,298.593979953026,280.5912191651
"5339","VLF010",1985,115.524974903677,120.171913827483,132.048064807441,150.342016319782,157.487597530619,147.090665010725
"5340","VLF011",1985,220.948479283153,237.421467239948,262.081953008564,304.560634074981,315.993982146937,297.103054589082
"5341","VLF012",1985,178.893621403286,190.208461740838,209.652135832004,242.013864688042,251.884173842953,236.313103397989
"5342","VLF015",1985,151.136457472609,159.34345737064,175.422897045662,201.42523768265,210.163598773264,196.830480291051
"5343","VLF016",1985,197.333106555619,210.848609121214,232.563374740028,269.295192299169,279.871683835252,262.835227164541
"5344","VLF017",1985,87.0957252942707,89.3250467431275,97.9569242219289,110.536650344471,116.275272376643,108.284339399312
"5345","VLF018",1985,292.298577558986,318.529047790423,352.310243528711,413.05032425756,426.78568536732,402.426779453118
"5346","VLF019",1985,105.039910097154,108.744842980613,119.411317383715,135.546142199514,142.188626601036,132.671859486478
"5347","VLF020",1985,94.7827814831035,97.625838355557,107.124518340802,121.208430234713,127.339980076949,118.692800529659
"5348","VLF021",1985,46.7233875232306,46.4466408590917,50.7113213050999,56.1087777274444,59.5678996918078,55.1204193261469
"5349","VLF022",1985,187.538388682585,199.872305673564,220.377341697674,254.774270716885,264.9799401384,248.719867550351
"5350","VLF023",1985,89.2270652571625,91.6207844692195,100.491494512506,113.482413251887,119.331762917072,111.158069087388
"5351","VLF025",1985,360.532476474746,397.03519153329,439.793099401105,519.040984036886,534.641153494586,505.212675676117
"5352","VLF051",1985,171.732937721299,182.221181692234,200.790367540921,231.485061868517,241.071666284629,226.074071633412
"5353","VLF052",1985,227.62446078435,244.960996522676,270.461583375629,314.594714374905,326.26080539402,306.850077061853
"5354","VLF053",1985,NA,NA,NA,NA,NA,NA
"5355","VLF054",1985,21.8350235717791,20.8944507373661,22.6907792450268,24.5102984907214,26.3154732280822,24.1613804485452
"5356","VLF055",1985,19.6722407468991,18.7273591271981,20.3225053629623,21.8804463850828,23.5279219622369,21.5790561102036
"5357","VLF057",1985,282.915856899243,307.803646921242,340.369395765704,398.64241565773,412.096136783349,388.446320901764
"5358","VLF058",1985,125.326472073788,130.898041187824,143.916547179417,164.274431229132,171.876277234519,160.662982779317
"5359","VLF059",1985,155.485522002414,164.176511743921,180.782279783007,207.777840433308,216.694566465789,203.010328351228
"5360","VLF061",1985,358.370954061611,394.536123030742,437.00636671653,515.65433188839,531.199854221016,501.929861614893
"5361","VLF062",1985,74.2155486066982,75.5112133420947,82.7152763236553,92.8704024329849,97.9216281672823,91.0433851343293
"5362","VLF063",1985,19.4593668099814,18.5142267187133,20.0896123793746,21.6219575411952,23.2538695461887,21.3252208598826
"5363","VLF064",1985,237.04256351607,255.614034526234,282.304266562994,328.7896054554,340.778231682629,320.636927314533
"5364","VLF065",1985,93.3060517304501,96.0240242534286,105.35431694995,119.14195138997,125.200244987044,116.678124222548
"5365","VLF066",1985,66.1130283902943,66.8744669983339,73.1940603263253,81.8771592138906,86.4799457542171,80.3088556135921
"5366","VLF067",1985,147.657436113267,155.495076214599,171.158194863362,196.384857150102,204.974642804927,191.925131053344
"5367","VLF068",1985,47.1343124557107,46.8756886838304,51.1829288746635,56.6462401178082,60.1307135532265,55.6462135523417
"5368","VLF069",1985,126.261577043587,131.923835535958,145.051977300754,165.609342797783,173.253923467353,161.963109269492
"5369","VLF070",1985,44.0293878452488,43.6385408744191,47.6253989635263,52.5956535858737,55.8872458599451,51.6830448194582
"5370","VLF072",1985,257.726928978847,279.086675509156,308.410088420183,360.144702799468,372.815066364959,351.081788359602
"5371","VLF073",1985,28.8372708047282,27.9843843156542,30.4503464083183,33.1839705633696,35.4808949899183,32.6702588378204
"5372","VLF074",1985,197.033068821832,210.513800742564,232.191889475463,268.853719980664,279.418365599046,262.405919232315
"5373","VLF075",1985,174.616005518781,185.445825573439,204.369432894186,235.744685107483,245.442567657623,230.21544996876
"5374","VLF101",1985,209.398592562026,224.415339044872,247.632505198935,287.289893462605,298.307532087824,280.322018509157
"5375","VLF102",1985,391.056479392687,432.424465150715,479.271517565852,567.102739157149,583.43819247808,551.789075492022
"5376","VLF104",1985,291.321471990632,317.426184994558,351.084610188471,411.58339975629,425.284388698909,401.001718155141
"5377","VLF105",1985,297.045202934348,323.959686499094,358.357052300118,420.350476851043,434.226614303535,409.509793539764
"5378","VLF106",1985,449.988098294243,501.089769348264,555.924653662529,660.71474012836,678.342913852922,642.467297422947
"5379","VLF107",1985,187.169477964299,199.464536748652,219.925513675355,254.240566346259,264.430353203616,248.200416835553
"5380","VLF108",1985,330.247147358129,362.111694538438,400.86391654817,471.808856817417,486.609992929663,459.417982518243
"5381","VLF109",1985,363.287350983635,400.220396725515,443.344968703336,523.357595958696,539.027367644192,509.396921245498
"5382","VLF112",1985,163.547006091497,173.112587253268,190.687997989113,219.500750623226,228.755555630845,214.417022248843
"5383","VLF113",1985,219.207751705768,235.457950663695,259.900021432681,301.949900057265,313.321737600779,294.566732505087
"5384","VLF114",1985,415.806679787399,461.196794285305,511.380572750075,606.259116604939,623.162123352928,589.7261330815
"5385","VLF115",1985,205.785618261201,220.347915142263,243.113879582409,281.889899530298,292.777125645285,275.075013382905
"5386","VLF116",1985,77.3943727784566,78.9061674812099,86.4589162807974,97.1980732330165,102.423278707669,95.2684764060299
"5387","VLF117",1985,28.8117292655724,27.9556081634743,30.4183995686712,33.1459868122623,35.4418846481121,32.6333167999131
"5388","VLF118",1985,130.054049346706,136.097498557597,149.673808759907,171.0541818486,178.867748447014,167.264532313858
"5389","VLF119",1985,108.813801261352,112.84970544829,123.949462958612,140.853084792713,147.679210514857,137.844475329387
"5390","VLF120",1985,124.602702465325,130.104406838438,143.038141340094,163.241969513772,170.810633026313,159.657387375448
"5391","VLF121",1985,249.53520282505,269.786467124823,298.065911971336,347.716994246187,360.118850398859,339.015349414045
"5392","VLF122",1985,128.412195045264,134.287070498671,147.668423758634,168.688789137735,176.430347252117,164.961848554158
"5393","VLF123",1985,512.918055755908,574.915750557138,638.418096816882,761.893171562556,780.712349197385,740.414578899072
"5394","VLF124",1985,67.273298601185,68.1080051245284,74.5534200557388,83.4440906050306,88.1120586545762,81.8392730233716
"5395","VLF125",1985,301.583832720189,329.165462885658,364.155545608309,427.361974457534,441.368009041254,416.311192875533
"5396","VLF126",1985,119.154106456482,124.138186799688,136.435941024275,155.48867923761,162.804867925395,152.104901647428
"5397","VLF127",1985,514.839101589953,577.178117563227,640.947447560695,765.002963623731,783.855176288602,743.42401483922
"5398","VLF128",1985,304.577437580402,332.591561631416,367.970547742533,431.96865219984,446.063080511763,420.780719496925
"5399","VLF129",1985,215.341411419931,231.099357035008,255.056997156831,296.157268225393,307.391590934649,288.938903368934
"5400","VLF130",1985,278.803881268789,303.10166954039,335.134324888466,392.324419843924,405.655270357574,382.315949115026
"5401","VLF131",1985,127.604228394111,133.39733607025,146.683063022123,167.527511535644,175.233247098873,163.831221866677
"5402","VLF132",1985,66.194344775528,66.9608438434264,73.289236096697,81.9868085665694,86.5941853697336,80.4159581451826
"5403","VLF133",1985,90.8852440995792,93.4096104260709,102.46684518272,115.780455932537,121.715105881167,113.399606951407
"5404","VLF134",1985,318.43658019749,348.503267333022,385.696337200804,453.415624930173,467.90115131617,441.583222690319
"5405","VLF135",1985,86.4131025473295,88.5897585688236,97.145139842982,109.59315702591,115.296319262679,107.363918906484
"5406","VLF136",1985,183.402390076431,195.245758696998,215.242203131833,248.662213454639,258.708442413014,242.777545026966
"5407","VLF137",1985,73.0427550804279,74.2539671945169,81.3281691558897,91.2631094289603,96.2515642326284,89.474719202293
"5408","VLF138",1985,58.5033078051535,58.8156388864481,64.3180966133411,71.6709036437574,75.8369226694833,70.3369394834511
"5409","VLF139",1985,173.808839068727,184.538318428344,203.361446720596,234.541130065741,244.209443005425,229.045846626609
"5410","VLF140",1985,321.29000975922,351.781814820267,389.349065665749,457.837313504958,472.402451338147,445.871744925406
"5411","VLF141",1985,398.54997257871,441.120518845147,488.973662297399,578.921292651944,595.434235814261,563.241406965175
"5412","VLF142",1985,231.687480102638,249.553497241422,275.566424060706,320.710733627673,332.51710941553,312.790669771376
"5413","VLF143",1985,429.155451119926,476.750432262985,528.743566102972,627.46350345924,644.659346382434,610.265985461189
"5414","VLF145",1985,532.451448843414,597.936848465713,664.15863341202,793.555561385849,812.704055555055,771.05313424367
"5415","VLF146",1985,129.001861025455,134.943383635013,148.396361176407,169.552394152644,177.317839758442,165.801865499035
"5416","VLF147",1985,73.7789835696094,75.04022176408,82.1951728016206,92.2653456703987,97.2941044682478,90.4532028301313
"5417","VLF149",1985,81.2047183851283,82.9909835365421,90.965671366332,102.420328670212,107.849426582209,100.36521181737
"5418","VLF150",1985,520.226361607301,583.522599065169,648.040653089301,773.723971692951,792.668809153224,751.863582017555
"5419","VLF001",1986,127.454101219316,133.239468346943,146.509387512134,167.328923902768,175.025595679618,163.637028502527
"5420","VLF004",1986,151.308072729034,159.534821605385,175.635202330412,201.677422075227,210.422607318459,197.075732602918
"5421","VLF005",1986,116.642119253235,121.391061081585,133.396526552034,151.922210853378,159.12087736936,148.630402943151
"5422","VLF007",1986,197.345132237586,210.866018505515,232.583319318856,269.322245649105,279.897849177329,262.861067532446
"5423","VLF008",1986,106.576529379557,110.415502887237,121.258209141895,137.705324554722,144.422809591757,134.776471508164
"5424","VLF009",1986,213.135708978144,228.613183521914,252.29455637296,292.853472297163,304.009221761203,285.729060452108
"5425","VLF010",1986,117.669850416422,122.516057274832,134.641385799194,153.383805581571,160.630214401466,150.054185990509
"5426","VLF011",1986,224.711361425975,241.669244549203,266.802755799832,310.211955481598,321.777126457291,302.592915795747
"5427","VLF012",1986,182.171226547738,193.869575672198,213.714894483274,246.845180758218,256.843609572715,241.010856209165
"5428","VLF015",1986,153.779841763449,162.271295910674,178.668067511896,205.263801037968,214.113792996095,200.565770219735
"5429","VLF016",1986,201.167282452192,215.152679540983,237.342961768074,274.996710676024,285.715851512658,268.376650243619
"5430","VLF017",1986,88.5515845719982,90.8933017747274,99.6883452496197,112.549047783836,118.363273673315,110.247515940748
"5431","VLF018",1986,297.010562640191,323.922637128103,358.316205146517,420.303355784049,434.17753795199,409.463769585025
"5432","VLF019",1986,106.958602001257,110.831643326434,121.718362023917,138.24388752256,144.97978779272,135.301338956184
"5433","VLF020",1986,96.4440504061886,99.4223086064629,109.10898311639,123.52058060883,129.736251596396,120.947609651104
"5434","VLF021",1986,47.4093808775289,47.1629878281812,51.4987423059396,57.006231988864,60.5076473050787,55.9983791021687
"5435","VLF022",1986,190.057369156203,202.692553088685,223.508008120702,258.502608401975,268.804533298347,252.344377180158
"5436","VLF023",1986,90.4321527940664,92.9206394467696,101.926859997271,115.152112662748,121.063510453785,112.78673396945
"5437","VLF025",1986,364.866053313872,402.047900339453,445.383190538578,525.83653995828,541.545389041766,511.799589343151
"5438","VLF051",1986,173.234381265223,183.894471619557,202.646627392894,233.689288925784,243.335875808199,228.217804721776
"5439","VLF052",1986,231.60585085007,249.462524481977,275.465505340495,320.590912491766,332.394018869819,312.674134286319
"5440","VLF053",1986,NA,NA,NA,NA,NA,NA
"5441","VLF054",1986,22.3300408848218,21.3921410846116,23.2349329833713,25.1158476882068,26.9566922867945,24.7558041695951
"5442","VLF055",1986,20.1243953393473,19.1795235107473,20.8165093434698,22.4283331128229,24.1090003072214,22.1171367412611
"5443","VLF057",1986,288.259525103638,313.910439477556,347.167990345598,406.844325022139,420.459004341214,396.405081531616
"5444","VLF058",1986,127.372425583893,133.142889676688,146.401396290786,167.196225866971,174.891420437712,163.508587425921
"5445","VLF059",1986,158.252320813014,167.244232207088,184.182993652586,211.803044554626,220.835548015953,206.92686711307
"5446","VLF061",1986,362.081029233224,398.826215884558,441.790387822778,521.46879609248,537.107877554605,507.565971890565
"5447","VLF062",1986,75.5956788054584,76.9861367257915,84.3418342573521,94.7514882161609,99.8779590258473,92.8797747924561
"5448","VLF063",1986,19.7174466495539,18.7719517373054,20.3711296303568,21.93390542221,23.5848523672507,21.6316241883655
"5449","VLF064",1986,241.247469510586,260.377654226457,287.601001791825,335.144566284277,347.274629156089,326.808351787687
"5450","VLF065",1986,94.6436093294843,97.4700313823711,106.951579929251,121.002628323266,127.128780297907,118.492703319033
"5451","VLF066",1986,67.082467059336,67.9045803334975,74.3291615003233,83.1851536720043,87.8425622870633,81.5864307655218
"5452","VLF067",1986,150.803319378694,158.975188968324,175.014826344903,200.94314292393,209.667198203212,196.36127332735
"5453","VLF068",1986,47.5559686509324,47.3161574538599,51.6671238452223,57.1982185597459,60.7086443566552,56.1861847637454
"5454","VLF069",1986,127.918915327685,133.74282210084,147.065517899661,167.977388810487,175.697415370807,164.269344252989
"5455","VLF070",1986,44.8252256031069,44.4672082225794,48.53591556522,53.6315269307435,56.9728557145424,52.6966795020867
"5456","VLF072",1986,263.049220775703,285.142011345197,315.147164875421,368.249604570133,381.08989405958,358.949577209734
"5457","VLF073",1986,29.1299298460747,28.2828583937949,30.7773437133476,33.5511559966785,35.8680726085484,33.0302337885321
"5458","VLF074",1986,200.033052043443,213.880792094908,235.930766393642,273.313243722563,283.989724726356,266.74029751397
"5459","VLF075",1986,177.316717932809,188.457606562714,207.710852549004,239.714115932067,249.519225896722,234.075712719547
"5460","VLF101",1986,213.330977814628,228.840191490713,252.547871297203,293.162209125273,304.322531709952,286.028214500262
"5461","VLF102",1986,397.124862510908,439.470933977231,487.133894759597,576.683834689851,593.161448575428,561.072777156102
"5462","VLF104",1986,296.507699767775,323.360100409809,357.69185201052,419.560447485274,433.415121346383,408.741451118751
"5463","VLF105",1986,301.386472186166,328.933351553769,363.896106028413,427.043395867803,441.045847971733,416.002835353651
"5464","VLF106",1986,457.572934942711,509.962496166945,565.835078400533,672.848010319044,690.629374845923,654.216119649354
"5465","VLF107",1986,189.088935864026,201.611305825446,222.308221114942,257.076279464636,267.340176150225,250.95742042065
"5466","VLF108",1986,335.437911453246,368.086978811302,407.522920810439,479.879236407194,494.821125605218,467.243983652189
"5467","VLF109",1986,366.958947787472,404.468997507763,448.083192665825,529.118963751447,544.880220002306,514.981208109398
"5468","VLF112",1986,164.993172254248,174.71996309102,192.470463252866,221.613781064823,230.927802172437,216.472557658776
"5469","VLF113",1986,222.723355245935,239.424807305612,264.3083423632,307.225656932642,318.721270330014,299.691966097224
"5470","VLF114",1986,422.96553225448,469.537562423263,520.691538420137,617.629583735611,634.689836171948,600.74031914947
"5471","VLF115",1986,210.002351727211,225.091197434497,248.382735273606,288.183243782598,299.223997935358,281.190505664685
"5472","VLF116",1986,78.2332433877267,79.8045197461977,87.4499164850311,98.3456453875045,103.616025635715,96.3885722047902
"5473","VLF117",1986,29.2684988787242,28.4211953645131,30.9284396593366,33.718507778208,36.0456783423054,33.1946237039853
"5474","VLF118",1986,131.680778409422,137.884285656213,151.651924678509,173.38172013836,181.26888391912,169.531155817118
"5475","VLF119",1986,110.017140621346,114.160577665608,125.399014349104,142.549832582233,149.433882351869,139.498048380005
"5476","VLF120",1986,127.140654329444,132.888480866202,146.119771622689,166.86499208817,174.549646150133,163.186003183319
"5477","VLF121",1986,253.818518146614,274.650907888808,303.476635428921,354.218836028395,366.760552314998,345.328005784297
"5478","VLF122",1986,130.30609083465,136.366886470272,149.970878899394,171.397603326852,179.224987104693,167.599819306422
"5479","VLF123",1986,519.751380698613,582.961323184712,647.412840575194,772.950437812827,791.887838550187,751.115239216622
"5480","VLF124",1986,68.9163181759887,69.8557293907161,76.4795613266947,85.665113835529,90.4250998748428,84.0084333011227
"5481","VLF125",1986,309.687851811531,338.458855412107,374.506770643548,439.877040240427,454.115676752583,428.451463230606
"5482","VLF126",1986,123.616268544101,129.024420924674,141.843057569269,161.838656760533,169.361558863437,158.290400768892
"5483","VLF127",1986,523.875515607867,587.820777821288,652.846167842534,779.63284177584,798.640176725584,757.581687355646
"5484","VLF128",1986,310.11870991185,338.948570973616,375.051540735787,440.531968709739,454.78455262842,429.087294835732
"5485","VLF129",1986,217.75145854831,233.815876584365,258.075383193164,299.767182400835,311.087351210066,292.446156995338
"5486","VLF130",1986,282.866655572229,307.741495689802,340.29927441504,398.552808783822,412.007163333716,388.360065956879
"5487","VLF131",1986,128.955727745362,134.88137529971,148.325943832559,169.460231474886,177.227257294372,165.713411183
"5488","VLF132",1986,67.1747400867159,68.0026675443781,74.4372517027095,83.3097389317412,87.9723350004424,81.7081142459784
"5489","VLF133",1986,91.548413427642,94.1254699766735,103.257417374576,116.700531499485,122.669160562395,114.297009802907
"5490","VLF134",1986,323.872096459263,354.752113092416,392.658917623311,461.846939877409,476.482842218123,449.760199163529
"5491","VLF135",1986,88.1694089005308,90.4817381406103,99.2339795055839,112.02104192276,117.815385108811,109.732411262936
"5492","VLF136",1986,186.388879109729,198.585460575772,218.948878766656,253.073222571134,263.234917591436,247.066173991018
"5493","VLF137",1986,74.1683460985979,75.456004067738,82.653650568773,92.7953055943166,97.84539075592,90.9706070722556
"5494","VLF138",1986,59.0818548490772,59.4265817600686,64.9907156018296,72.4429383699695,76.642676017614,71.091442670704
"5495","VLF139",1986,176.620963670052,187.673735649059,206.839938334406,238.672880284739,248.453053764971,233.064036627067
"5496","VLF140",1986,324.240632597279,355.175301170693,393.130364154324,462.417416664448,477.0636938276,450.313525264175
"5497","VLF141",1986,410.231360720027,454.704082163326,504.133114062651,597.411234508972,614.190624006115,581.155122614303
"5498","VLF142",1986,234.48443017388,252.718027468184,279.084474042673,324.928242304135,336.830113232721,316.886846456761
"5499","VLF143",1986,437.349685532688,486.313593108246,539.421643737759,640.517297274437,657.887104012457,622.908837363017
"5500","VLF145",1986,540.417482761145,607.333566641224,674.666684112135,806.488329484277,825.767909793023,783.566705897829
"5501","VLF146",1986,131.187703098769,137.345204295188,151.055510547009,172.682016295168,180.546058589026,168.849476616236
"5502","VLF147",1986,75.1634559882802,76.5196313730386,83.8266534635564,94.1519941122058,99.2562845254739,92.2950414342303
"5503","VLF149",1986,82.7324760903659,84.6313103051628,92.7758271891498,104.5199016456,110.02998371903,102.414036288754
