"","tree","year","jenkins.pine","nt.piaz","nt.pine","nt.pipo","nt.vcnp","nt.pine.dom"
"2694","VLF061",1954,257.214181722257,278.503319217882,307.761056822734,359.363909066558,372.01789764672,350.323835677749
"2695","VLF062",1954,NA,NA,NA,NA,NA,NA
"2696","VLF063",1954,10.0140432539797,9.22000900123062,9.9583900195117,10.4987767403627,11.400897012203,10.3853327734911
"2697","VLF064",1954,145.535570205467,153.151585380954,168.561752782551,193.319172854209,201.817142282866,188.941157667693
"2698","VLF065",1954,69.1193389756795,70.0713536780394,76.7171456679211,85.9388026618547,90.7102586576939,84.2757687582832
"2699","VLF066",1954,NA,NA,NA,NA,NA,NA
"2700","VLF067",1954,94.6795637075953,97.5398594552179,107.033534638781,121.123219742423,127.241579611329,118.606802302573
"2701","VLF068",1954,NA,NA,NA,NA,NA,NA
"2702","VLF069",1954,83.5388208833302,85.4985903391406,93.7331368447738,105.631500304401,111.183860818954,103.498594979185
"2703","VLF070",1954,27.3518351953647,26.4700390914772,28.7913795264988,31.3215933209843,33.5168803058265,30.8443861396926
"2704","VLF072",1954,141.865270626352,149.095162207544,164.067055765458,188.009888000928,196.349947148386,183.773701264379
"2705","VLF073",1954,16.9875625799336,16.0522068648651,17.4012891824662,18.6478945692936,20.0959205281088,18.4033373933599
"2706","VLF074",1954,135.271924674503,141.835774991404,156.027632577963,178.536129106326,186.583494419784,174.549864486909
"2707","VLF075",1954,115.626054562936,120.335483152981,132.237296303313,150.607343680489,157.740747732846,147.34312316502
"2708","VLF101",1954,119.528823908236,124.654744293939,137.024115064471,156.26623582082,163.565785961355,152.850228118086
"2709","VLF102",1954,200.511522391328,214.415261570166,236.523871066008,274.018546982609,284.713732497264,267.426102863836
"2710","VLF104",1954,141.15391879122,148.452714811119,163.377595860999,187.31358415633,195.576037653566,183.079573291919
"2711","VLF105",1954,159.737478098987,168.879289074246,185.99371157187,213.936630527583,223.035148962612,209.004197455447
"2712","VLF106",1954,209.408342695192,224.420534478189,247.637371926023,287.290875339965,298.310855063663,280.323644317645
"2713","VLF107",1954,94.0204382077582,96.8091348028525,106.223545457679,120.164911777445,126.255474869246,117.674292705994
"2714","VLF108",1954,179.030984732909,190.453499904334,209.938377032682,242.430358633512,252.275147961739,236.707501548577
"2715","VLF109",1954,197.370720430601,210.889784893213,232.608935675731,269.348667294934,279.926916152768,262.887322114428
"2716","VLF112",1954,105.077517492591,108.832855982271,119.515956812637,135.706843986147,142.336326291875,132.823150893432
"2717","VLF113",1954,102.839052771418,106.365133812765,116.782625160401,132.483638348154,139.014576386588,129.685268910204
"2718","VLF114",1954,NA,NA,NA,NA,NA,NA
"2719","VLF115",1954,NA,NA,NA,NA,NA,NA
"2720","VLF116",1954,45.6866636856073,45.3650128533313,49.522527060354,54.7546268844664,58.1495587626616,53.7955764299034
"2721","VLF117",1954,14.7919092759521,13.880856871244,15.0327474462465,16.0394112767979,17.3202917295434,15.8389631230248
"2722","VLF118",1954,78.9057839434099,80.5637906361472,88.2935670461087,99.3540530989832,104.648817203319,97.3684412740305
"2723","VLF119",1954,62.2208850693065,62.7469692886867,68.6471723033419,76.6442933646694,81.0253455154483,75.1967685461855
"2724","VLF120",1954,67.5573520926466,68.4101496522891,74.8864074186075,83.8280478405591,88.5119276638737,82.2142657205345
"2725","VLF121",1954,133.60227418505,140.007119419843,154.003990382987,176.159372116282,184.129481901533,172.234703833997
"2726","VLF122",1954,79.6210044558704,81.3098390516769,89.1134635507485,100.287477237857,105.626776437966,98.2817517969036
"2727","VLF123",1954,312.277756632067,341.441319997696,377.830676368022,443.90637500878,458.214846854179,432.358658671898
"2728","VLF124",1954,NA,NA,NA,NA,NA,NA
"2729","VLF125",1954,NA,NA,NA,NA,NA,NA
"2730","VLF126",1954,NA,NA,NA,NA,NA,NA
"2731","VLF127",1954,258.824583686005,280.340244759865,309.805533092799,361.827454872222,374.53119144058,352.714756613279
"2732","VLF128",1954,143.383809102195,150.771501513127,165.924209238524,190.202009250488,198.608043071988,185.907487835942
"2733","VLF129",1954,129.412436807758,135.386274790907,148.885415511222,170.12120039503,177.907836897796,166.356709812435
"2734","VLF130",1954,156.270800547622,165.033195228736,181.729765247977,208.887732824385,217.841962285456,204.091870301064
"2735","VLF131",1954,79.3260953913319,80.9755858507517,88.7418683228152,99.842300545586,105.171313769274,97.8493115101794
"2736","VLF132",1954,NA,NA,NA,NA,NA,NA
"2737","VLF133",1954,56.8619742868481,57.0844591962323,62.4124698288438,69.4852566102489,73.5550169465213,68.2006956011433
"2738","VLF134",1954,180.628892136273,192.149398227877,211.806414435759,244.577853625214,254.515107258165,238.805906468551
"2739","VLF135",1954,NA,NA,NA,NA,NA,NA
"2740","VLF136",1954,109.349323876054,113.449728138953,124.615557523759,141.64634765063,148.49298123205,138.615660560227
"2741","VLF137",1954,42.6847146384596,42.2451696111789,46.0954484095397,50.8603832197856,54.066050252797,49.98428438565
"2742","VLF138",1954,35.5772649997752,34.8879494852208,38.0182348751218,41.7050730436636,44.4545248226296,41.0207842292303
"2743","VLF139",1954,96.9134152385712,99.967170790277,109.716678924937,124.258941650502,130.48676065883,121.663427587495
"2744","VLF140",1954,180.368318765702,191.875417737873,211.505048983082,244.233684900091,254.154984913486,238.469276546959
"2745","VLF141",1954,NA,NA,NA,NA,NA,NA
"2746","VLF142",1954,110.888245983612,115.109784593637,126.448679516247,143.778710646871,150.704610384586,140.69562760777
"2747","VLF143",1954,227.677515680407,245.028072697066,270.53725610118,314.69134017646,326.356791871994,306.943102840708
"2748","VLF145",1954,297.624976571415,324.634570019942,359.110326408435,421.269700669617,435.158878997556,410.400312520382
"2749","VLF146",1954,61.8872198821314,62.3931551775304,68.2574119088041,76.1957535423255,80.5577883537527,74.7585781740799
"2750","VLF147",1954,38.7392579544674,38.1514669703922,41.5996420428423,45.7569775566657,48.7120377289524,44.9888527063592
"2751","VLF149",1954,47.6058976639226,47.3682990438141,51.7244392997637,57.2635458285879,60.7770489484252,56.2500926283672
"2752","VLF150",1954,315.310704657002,344.913801758713,381.697538019164,448.576810594898,462.974358303987,436.889887669615
"2753","VLF001",1955,NA,NA,NA,NA,NA,NA
"2754","VLF004",1955,95.720108062602,98.6397532833294,108.244583543428,122.513694448838,128.692612427946,119.965659647374
"2755","VLF005",1955,69.7966755433311,70.79616301895,77.5166175999699,86.8641274162218,91.6722335690476,85.1790029626994
"2756","VLF007",1955,146.639808934772,154.386718149899,169.932635723759,194.95065924929,203.49129331603,190.52736937527
"2757","VLF008",1955,65.1674714493165,65.8736819906508,72.0918898427867,80.6102683798001,85.1586101623354,79.0709872967797
"2758","VLF009",1955,121.508616925716,126.715776368741,139.288199613418,158.837734780531,166.263218793283,155.367287725861
"2759","VLF010",1955,64.9358282435585,65.6373170051271,71.832951144104,80.3196927451546,84.8520962009302,78.7860799888207
"2760","VLF011",1955,144.331709480258,151.818356575828,167.084051398447,191.571420837051,200.018488924943,187.240405973842
"2761","VLF012",1955,94.0409913269384,96.8188893700939,106.232379277788,120.165092985061,126.260567865066,117.675879654981
"2762","VLF015",1955,NA,NA,NA,NA,NA,NA
"2763","VLF016",1955,101.899809245174,105.33267283644,115.639497206161,131.138047745499,137.62668645822,128.374964072894
"2764","VLF017",1955,NA,NA,NA,NA,NA,NA
"2765","VLF018",1955,166.450084006104,176.347750414434,194.276888530603,223.762242713017,233.133089774904,218.561581859233
"2766","VLF019",1955,50.5698142436101,50.4720109217104,55.1374362531758,61.1603242653652,64.8541050505613,60.0612653458293
"2767","VLF020",1955,47.862464488503,47.6842754566714,52.0792168779338,57.7058786761256,61.2216071477064,56.6775013134333
"2768","VLF021",1955,25.3714050568781,24.4633246588729,26.5949080085628,28.8652509462317,30.9218278868055,28.4348684894493
"2769","VLF022",1955,111.000710549933,115.258106471838,126.616718693514,143.996486063628,150.919612892643,140.904922012212
"2770","VLF023",1955,42.4863351471858,42.0339838168345,45.8626889843533,50.591950774678,53.7865077067923,49.7221219457968
"2771","VLF025",1955,208.350516379829,223.293456309653,246.395250921408,285.859792412733,296.819654785413,278.925698342408
"2772","VLF051",1955,108.533715470049,112.544612888737,123.612097666747,140.458205774257,147.270842192621,137.459641699767
"2773","VLF052",1955,123.71518877126,129.144110364504,141.977281518785,162.005613984174,169.529440749995,158.451733050048
"2774","VLF053",1955,NA,NA,NA,NA,NA,NA
"2775","VLF054",1955,6.52844078627762,5.88035536164004,6.33164328915663,6.58336546751877,7.19559307259219,6.52515783866582
"2776","VLF055",1955,8.05826636254537,7.35687972225167,7.93672968694766,8.32404126959395,9.06121685146241,8.24017670108997
"2777","VLF057",1955,181.291384402818,192.886056271752,212.623363585436,245.546557844517,255.510840092849,239.748218385209
"2778","VLF058",1955,69.6743837333132,70.6657584613408,77.3728509185633,86.6980941012373,91.4994466507208,85.0168825769458
"2779","VLF059",1955,96.4637352713578,99.4547610339112,109.146572320216,123.573451125486,129.786641644429,120.997902508472
"2780","VLF061",1955,259.369035906928,280.953944253284,310.487425868886,362.642951598941,375.366098986713,353.50706759752
"2781","VLF062",1955,NA,NA,NA,NA,NA,NA
"2782","VLF063",1955,10.4809556762815,9.67197331893157,10.4499155938974,11.0328541976279,11.9727899491917,10.9113909526146
"2783","VLF064",1955,147.53068660873,155.356798253262,171.005259015406,196.205695613851,204.789433543569,191.750547823989
"2784","VLF065",1955,69.3281377050053,70.2936509999974,76.9621661894741,86.2214886826337,91.0045813283628,84.5518322618109
"2785","VLF066",1955,NA,NA,NA,NA,NA,NA
"2786","VLF067",1955,96.3289160121022,99.3226289862986,109.002742066302,123.416967010781,129.619079472455,120.843750743991
"2787","VLF068",1955,NA,NA,NA,NA,NA,NA
"2788","VLF069",1955,85.1359803607886,87.2166614026885,95.6295891728928,107.833778578968,113.469814656569,105.647277533463
"2789","VLF070",1955,28.2420947625204,27.3754959669544,29.7829800368726,32.4331288459023,34.6898900732741,31.9343653842169
"2790","VLF072",1955,145.380252547008,152.976760366844,168.367544172925,193.087154798004,201.579482757975,188.715701247521
"2791","VLF073",1955,17.3825619636813,16.4443853661381,17.829322456884,19.1204671421105,20.5981873307779,18.8677530491129
"2792","VLF074",1955,137.212381249474,143.972630368494,158.39415735642,181.325190365053,189.458570213648,177.265304459116
"2793","VLF075",1955,116.796075548253,121.613063537965,133.650507782581,152.264054487287,159.452801253659,148.957327530956
"2794","VLF101",1955,122.951044042424,128.393970473881,141.160693082638,161.117621003986,168.578224360067,157.576848723992
"2795","VLF102",1955,205.649316892865,220.188269665545,242.935554970755,281.671617151781,292.556051745826,274.863634008702
"2796","VLF104",1955,146.900149063633,154.789944732864,170.397468810993,195.595001124717,204.108876884323,191.141236457585
"2797","VLF105",1955,166.460449854858,176.351157412203,194.279396745148,223.758480847174,233.132464857135,218.558860019418
"2798","VLF106",1955,216.223826729136,232.098299243479,256.167620281332,297.489160046064,308.753423745041,290.232415878025
"2799","VLF107",1955,97.5188612801068,100.595413502059,110.406537335158,125.041195654112,131.307917736838,122.42928480938
"2800","VLF108",1955,183.991490944624,195.9954356622,216.088474214409,249.744915894792,259.783161145617,243.819693286796
"2801","VLF109",1955,202.58033917982,216.739097814763,239.104677559367,277.098396788548,287.870046915801,270.419300839035
"2802","VLF112",1955,108.016252760887,112.024946251195,123.044313595052,139.829468062036,146.60327868471,136.841904098923
"2803","VLF113",1955,107.403280485835,111.327336180659,122.26825105047,138.896733904729,145.650476962686,135.936293813981
"2804","VLF114",1955,NA,NA,NA,NA,NA,NA
"2805","VLF115",1955,NA,NA,NA,NA,NA,NA
"2806","VLF116",1955,46.5082138524336,46.2220364835275,50.4644462646042,55.8274759011693,59.2733063424238,54.8452179656374
"2807","VLF117",1955,15.3058354529378,14.3877298728716,15.5854425524521,16.6470642860383,17.9673957097518,16.4364858994056
"2808","VLF118",1955,80.7838379810209,82.5749642541304,90.5121553545569,101.923194038282,107.319073704744,99.8760624428697
"2809","VLF119",1955,63.9198934223554,64.5473367736019,70.6302590455745,78.9254624853951,83.4037128059336,77.4254402799972
"2810","VLF120",1955,69.1774269691708,70.1337297438738,76.7859805894555,86.0186461556655,90.7931807516327,84.3536821019682
"2811","VLF121",1955,137.719519965999,144.541599287655,159.025919861186,182.078401761033,190.230835762611,177.997428788942
"2812","VLF122",1955,81.5016251181949,83.3278328384515,91.3402053780019,102.869310168834,108.30864547421,100.801308384168
"2813","VLF123",1955,319.694360731715,349.962634740336,387.324493339197,455.39861322751,469.914085938885,443.504814024633
"2814","VLF124",1955,NA,NA,NA,NA,NA,NA
"2815","VLF125",1955,NA,NA,NA,NA,NA,NA
"2816","VLF126",1955,NA,NA,NA,NA,NA,NA
"2817","VLF127",1955,267.969576932872,290.748667918818,321.386400116075,375.762868773336,388.757199485858,366.242025787935
"2818","VLF128",1955,144.413073793119,151.91058027675,167.186598371536,191.694447935849,200.144261685975,187.35988283873
"2819","VLF129",1955,132.134598434704,138.378654801124,152.198589417798,174.021572753213,181.930600449646,170.154733385574
"2820","VLF130",1955,160.169433014755,169.359294651932,186.525987709119,214.567535203397,223.683774812716,209.617947101448
"2821","VLF131",1955,81.2629927414102,83.0530846815557,91.0341294462782,102.49935568759,107.931684835649,100.442381225139
"2822","VLF132",1955,27.3578757646645,26.4761778563437,28.7981015635324,31.3291245889522,33.5248299757891,30.8517718856918
"2823","VLF133",1955,58.3945905753985,58.7012894817529,64.1922740356279,71.5268465438772,75.6863967578951,70.19610299153
"2824","VLF134",1955,186.159328585578,198.331720347385,218.667720291716,252.741104774059,262.89292132182,246.742927554633
"2825","VLF135",1955,40.0619280758497,39.5188761422426,43.1005977568579,47.4568931652415,50.4973397348528,46.653347425371
"2826","VLF136",1955,111.450915203343,115.740201960304,127.14851534241,144.61216507672,151.559605479531,141.505883639707
"2827","VLF137",1955,43.9445626341847,43.5544174729619,47.5336168476555,52.494541644959,55.7796572535707,51.5836409423292
"2828","VLF138",1955,36.3680917548587,35.7030066742896,38.912504760595,42.715916562611,45.5171091262046,42.0108401307633
"2829","VLF139",1955,99.235970170719,102.481298886631,112.494307382581,127.497366059387,133.841962660241,124.821238159357
"2830","VLF140",1955,184.75626415032,196.777906924642,216.945547381655,250.704334470789,260.796760126534,244.760907299274
"2831","VLF141",1955,NA,NA,NA,NA,NA,NA
"2832","VLF142",1955,113.385239561904,117.833238124944,129.460769830132,147.307176459574,154.35221749279,144.133931004457
"2833","VLF143",1955,232.947848617623,250.986754646849,277.160931323248,322.628349960823,334.475230394408,314.652272959169
"2834","VLF145",1955,303.454494965858,331.316233559902,366.552003945196,430.264113345032,444.321835834675,419.12576498472
"2835","VLF146",1955,67.8536942941436,68.7246101226222,75.2328505802098,84.2269156253939,88.9276200398615,82.6039053393952
"2836","VLF147",1955,39.9877130570642,39.4437867596277,43.0184285849918,47.3651187693583,50.400322477783,46.5633049028032
"2837","VLF149",1955,49.152713228776,48.9858127677982,53.5027881983618,59.2921824938664,62.9004125043742,58.2344136161719
"2838","VLF150",1955,320.009202283788,350.312581451497,387.712524972024,455.858291949909,470.386826462324,443.952041972317
"2839","VLF001",1956,NA,NA,NA,NA,NA,NA
"2840","VLF004",1956,96.9633057951565,99.9848882966196,109.730600871314,124.245708522046,130.487341361758,121.654633667536
"2841","VLF005",1956,70.5826420043235,71.6327567533125,78.4386994125205,87.9278095787242,92.7797725368896,86.2177863748556
"2842","VLF007",1956,148.259036488239,156.176292919166,171.915565794895,197.292976885424,205.903268393232,192.807113356152
"2843","VLF008",1956,67.227661976406,68.0618557861963,74.5029314982682,83.3877891618986,88.0524903794027,81.7840186004704
"2844","VLF009",1956,124.845630859374,130.372777777634,143.335489124,163.593100842942,171.172259738623,159.999154002693
"2845","VLF010",1956,66.9534597770834,67.7803012266357,74.194205320547,83.0398917405925,87.6862349926474,81.443114857282
"2846","VLF011",1956,147.702841953128,155.544188047477,171.212445566282,196.448055457889,205.040147205128,191.986764295958
"2847","VLF012",1956,97.1438539486153,100.17590452511,109.940947149603,124.487350980972,130.739443788188,121.890763255118
"2848","VLF015",1956,NA,NA,NA,NA,NA,NA
"2849","VLF016",1956,106.842040922898,110.704636251428,121.577914030251,138.079464222259,144.809763113781,135.141102884974
"2850","VLF017",1956,46.7699191241766,46.49860975666,50.7689697722258,56.1771480926189,59.6381852559551,55.1869315256979
"2851","VLF018",1956,171.476053696016,181.943549310842,200.483729667737,231.128123796818,240.701562214442,225.725930722957
"2852","VLF019",1956,53.2600944268267,53.2947471048215,58.2423227176915,64.709736070774,68.5655594824409,63.5320840098297
"2853","VLF020",1956,50.0209902083092,49.9461386299647,54.5667301571452,60.5473552082689,64.1938571233623,59.4563580657749
"2854","VLF021",1956,26.4227473977639,25.5285095760004,27.7608012081044,30.1690017395097,32.2992422813469,29.7137776332551
"2855","VLF022",1956,115.127604035701,119.757908248945,131.593211924612,149.825069265843,156.945505587192,146.584712050505
"2856","VLF023",1956,44.5992879304394,44.2318747447634,48.2773259960942,53.3372761474205,56.6645059448247,52.4087541755483
"2857","VLF025",1956,213.435915989889,229.010084417631,252.744720785953,293.440802628217,304.587067164829,286.29288865585
"2858","VLF051",1956,112.52844258952,116.898396202341,128.426798655333,146.0956699753,153.099937744508,142.953420625635
"2859","VLF052",1956,127.748163181675,133.568080832557,146.874063855948,167.76262484736,175.47078600863,164.058737416149
"2860","VLF053",1956,NA,NA,NA,NA,NA,NA
"2861","VLF054",1956,6.7244190967474,6.06688572339194,6.53401789566708,6.80092449836621,7.42972459878013,6.73977808293337
"2862","VLF055",1956,8.6208098152941,7.89267522275095,8.5181068589746,8.94942062468204,9.73403297794589,8.85705041611378
"2863","VLF057",1956,184.381560962623,196.340069520129,216.456654887993,250.10687729434,260.191189566509,244.18220494178
"2864","VLF058",1956,71.828317555558,72.9621780722161,79.9045145763728,89.6215415342867,94.5419649674529,87.8714774549547
"2865","VLF059",1956,98.6931022162512,101.868987814027,111.813975633942,126.684111261063,133.009113712724,124.031026791429
"2866","VLF061",1956,261.58019479053,283.469662875361,313.286379219005,366.01018719379,378.803925680065,356.775791377054
"2867","VLF062",1956,NA,NA,NA,NA,NA,NA
"2868","VLF063",1956,10.9076646738591,10.0849088943142,10.8989787246562,11.5207077802689,12.4952290800419,11.3919314171637
"2869","VLF064",1956,149.410997162434,157.436525495904,173.309940061456,198.929387457402,207.59349457816,194.401296129759
"2870","VLF065",1956,70.0828884566197,71.0974746129889,77.8481999168504,87.2439507439008,92.0690235091233,85.5503097208234
"2871","VLF066",1956,NA,NA,NA,NA,NA,NA
"2872","VLF067",1956,98.0126959740365,101.144625505516,111.015592365,125.763182732644,132.050171312478,123.13164062942
"2873","VLF068",1956,28.2801097074477,27.4142845518376,29.8254781710683,32.480863792901,34.740217288136,31.9811610372118
"2874","VLF069",1956,86.4974513023764,88.6828406110439,97.2482519494105,109.714796954086,115.421657521211,107.48233330278
"2875","VLF070",1956,28.9114809534721,28.0572541211823,30.5297455389508,33.2709485706026,35.5736841729018,32.7558343200911
"2876","VLF072",1956,147.19081191798,154.978143432697,170.585219915088,195.707033949823,204.277144726401,191.26555485924
"2877","VLF073",1956,17.7080301399475,16.7678653975157,18.1824282882707,19.5105712335239,21.0126765309099,19.2510877455205
"2878","VLF074",1956,139.082035720436,146.032883878656,160.676060442472,184.015645213512,192.23145602592,179.88458430115
"2879","VLF075",1956,118.15544930424,123.098721518728,135.294092364564,154.191909019497,161.444535167977,150.835568779602
"2880","VLF101",1956,125.889552204619,131.616890701617,144.728007187751,165.311385637868,172.906365716411,161.661364581727
"2881","VLF102",1956,211.045073011841,226.25891508924,249.679023716844,289.72722116711,300.807734747402,282.691456693286
"2882","VLF104",1956,151.349963024394,159.702123693156,175.839514707864,202.018871114652,210.725929437551,197.394112098621
"2883","VLF105",1956,170.661814690509,181.028433160763,199.467346520413,229.914836475935,239.458324613204,224.546828510232
"2884","VLF106",1956,224.664795793541,241.62522248993,266.75517085903,310.162161721511,321.72273556188,302.543548035625
"2885","VLF107",1956,101.06657082026,104.444382021353,114.660245623506,130.007524067073,136.449966393708,127.271019814753
"2886","VLF108",1956,188.563791442296,201.106778271672,221.761212180965,256.494313828589,266.709827058648,250.382002512587
"2887","VLF109",1956,207.29487247858,222.03934580304,244.991742755987,284.127642610639,295.071979724522,277.250247685249
"2888","VLF112",1956,111.119634111801,115.400027561135,126.77558370453,144.1925474439,151.117474561038,141.094585398277
"2889","VLF113",1956,111.989653603688,116.323792596148,127.793331993491,145.364260121972,152.338675166727,142.239215346034
"2890","VLF114",1956,NA,NA,NA,NA,NA,NA
"2891","VLF115",1956,NA,NA,NA,NA,NA,NA
"2892","VLF116",1956,47.1966627222094,46.9407966428792,51.2544964909064,56.7278075852823,60.2161254139359,55.7260093417785
"2893","VLF117",1956,15.7951505647819,14.8711232567112,16.1126575717315,17.227304244813,18.5850073474188,17.006968103004
"2894","VLF118",1956,82.6619021783795,84.589182986006,92.7345745301324,104.499212679306,109.995290777156,102.390055807748
"2895","VLF119",1956,65.817284111249,66.5606881001974,72.8483752749066,81.4792010725991,86.0651835019172,79.9200994818048
"2896","VLF120",1956,71.1549021928412,72.2403998182052,79.1082047139702,88.6989383749415,93.5832761458742,86.9710309099082
"2897","VLF121",1956,140.040717768995,147.100065558356,161.859736329632,185.420122790485,193.674680598886,181.250670312506
"2898","VLF122",1956,82.856390366461,84.7820808708754,92.944966829595,104.730398070066,110.241638923361,102.617446329835
"2899","VLF123",1956,327.076571802536,358.453635199503,396.78598270238,466.859550133686,481.57772703584,454.619523877631
"2900","VLF124",1956,NA,NA,NA,NA,NA,NA
"2901","VLF125",1956,NA,NA,NA,NA,NA,NA
"2902","VLF126",1956,47.6561511942635,47.4208085219974,51.7821636421872,57.3293620566849,60.8459542978373,56.3144756208756
"2903","VLF127",1956,277.834284420159,301.996219473306,333.904055020334,390.842417600336,404.143129565822,380.877574635947
"2904","VLF128",1956,150.018344959386,158.106959878771,174.052684716406,199.806073569757,208.496577752878,195.254656218639
"2905","VLF129",1956,134.669098090107,141.167840645168,155.287269701314,177.660211281253,185.682187033652,173.697536313519
"2906","VLF130",1956,164.099419861498,173.725589672491,191.367619023909,220.305588612606,229.583343947527,215.200075109966
"2907","VLF131",1956,83.2158474666018,85.1502126107386,93.3484400739276,105.18399783865,110.719728842438,103.062090348982
"2908","VLF132",1956,28.7557082055596,27.8985309994414,30.3558767585776,33.0758244743075,35.3678801498443,32.5645259898276
"2909","VLF133",1956,59.7935272299947,60.1789933430209,65.8192229759884,73.3946113025061,77.6355668441306,72.0214056673654
"2910","VLF134",1956,191.601212109268,204.424330582524,225.430914577,260.795361170969,271.155159302195,254.572898472042
"2911","VLF135",1956,45.4632219095822,45.1404370851049,49.2770231953089,54.481705346875,57.8604006646431,53.5276202234366
"2912","VLF136",1956,113.659404203076,118.148812287001,129.81237067033,147.732580598868,154.785438087674,144.546578746677
"2913","VLF137",1956,44.9520614283537,44.6030582752361,48.685770055462,53.8049959915127,57.1531898900532,52.8660067623085
"2914","VLF138",1956,37.1650569887105,36.5252494035553,39.8147915212526,43.7364945601498,46.5895951185233,43.0103360576011
"2915","VLF139",1956,101.566945637144,105.005222682432,115.282862947372,130.74907186141,137.210663265798,127.991924412027
"2916","VLF140",1956,190.121545672349,202.779543505333,223.606943287337,258.633052061357,268.932283231822,252.469432896453
"2917","VLF141",1956,NA,NA,NA,NA,NA,NA
"2918","VLF142",1956,116.28320623151,120.997796125735,132.9613013113,151.410897973183,158.593013874017,148.132361356936
"2919","VLF143",1956,239.333931448488,258.216577354259,285.199123196185,332.268468801852,344.331817883283,324.014533673619
"2920","VLF145",1956,309.964298708964,338.785855826856,374.872561051894,440.327781170159,454.570748016479,428.88752772216
"2921","VLF146",1956,72.0977614982055,73.2454651521488,80.2162022712517,89.978265861885,94.9147770001998,88.2202471077961
"2922","VLF147",1956,41.0302160993435,40.5246095215481,44.2052829798502,48.7117024346476,51.8133613868409,47.8814927437371
"2923","VLF149",1956,50.2260727497172,50.1097357466583,54.7387002880694,60.7032300024899,64.3767649039461,59.6144700020176
"2924","VLF150",1956,325.787619652794,356.957705395345,395.116971146283,464.826444897313,479.514090213175,452.649417651467
"2925","VLF001",1957,NA,NA,NA,NA,NA,NA
"2926","VLF004",1957,98.3820313479219,101.520995798303,111.427755976134,126.224666043402,132.537541253411,123.584295584844
"2927","VLF005",1957,71.3379290127671,72.4367321104018,79.3248353237794,88.9500541134941,93.8441516738254,87.2160982356651
"2928","VLF007",1957,150.335076468658,158.471809261329,174.459269270722,200.298585194815,208.997834321733,195.732305803504
"2929","VLF008",1957,69.262897037968,70.2267924726657,76.8888774054822,86.1390176665162,90.9176996576799,84.4710021834858
"2930","VLF009",1957,128.599006026363,134.492120321033,147.895408050043,168.955751680214,176.705807835426,165.221840675447
"2931","VLF010",1957,69.0914448531477,70.0546907439123,76.7008045288588,85.9303938540153,90.6964133130811,84.2660980936655
"2932","VLF011",1957,151.898538685064,160.187294648148,176.358153810275,202.531302297054,211.301929389335,197.906816050325
"2933","VLF012",1957,100.887080290659,104.233090020105,114.424155138695,129.718414824288,136.157155021634,126.991041559035
"2934","VLF015",1957,NA,NA,NA,NA,NA,NA
"2935","VLF016",1957,112.862925258325,117.265295431266,128.832907201511,146.573100102881,153.592665545679,143.418413955351
"2936","VLF017",1957,50.1539136583943,50.0380948668771,54.6605286494644,60.6170836945001,64.2851117149865,59.5297815730078
"2937","VLF018",1957,177.598224954234,188.770906429016,208.058344165374,240.126392322964,249.942891910599,234.476723727413
"2938","VLF019",1957,56.8578160272467,57.0805360370625,62.4082231092363,69.4807537308946,73.5501359865759,68.196243085034
"2939","VLF020",1957,52.4425871803865,52.4876559186708,57.3624164484377,63.7440266099151,67.5360957721493,62.5821380575586
"2940","VLF021",1957,27.7366632225536,26.8628103301266,29.2217304535554,31.8050584457053,34.0265587496031,31.3183262341412
"2941","VLF022",1957,118.91072911521,123.890697965737,136.165032755625,155.186077653592,162.484903756636,151.807973249912
"2942","VLF023",1957,47.3884933121529,47.1411671530926,51.4747552649083,56.9788860108037,60.479016062651,55.9716281149326
"2943","VLF025",1957,220.489754256527,236.953970555971,261.570278702138,303.990269796055,315.390117488592,296.54312848782
"2944","VLF051",1957,116.822582031516,121.587237771798,133.613392333045,152.175719127052,159.383205030089,148.87750813195
"2945","VLF052",1957,132.361006352591,138.635237608696,152.483881401523,174.363759059712,182.280466806594,170.487058328165
"2946","VLF053",1957,NA,NA,NA,NA,NA,NA
"2947","VLF054",1957,7.40125839860514,6.70976358209452,7.23130189567206,7.54956811687933,8.23587701484013,7.47844346858658
"2948","VLF055",1957,9.15681926921243,8.40658331650758,9.07625273580777,9.55230314157306,10.3813901687524,9.45138146882351
"2949","VLF057",1957,189.367328497558,201.91895839727,222.649104812546,257.478877902858,267.754783549128,251.34927480705
"2950","VLF058",1957,74.34568943731,75.649233816551,82.8673218679985,93.0453895605914,98.1040291618074,91.2143332291366
"2951","VLF059",1957,101.753508615052,105.18877101091,115.48277389354,130.967133674762,137.443876282098,128.206654937204
"2952","VLF061",1957,264.722034265012,287.046082761788,317.265741244638,370.799039908402,383.692433666931,361.424326816371
"2953","VLF062",1957,NA,NA,NA,NA,NA,NA
"2954","VLF063",1957,11.3666739084717,10.5306697054882,11.383979615207,12.0487733998356,13.0601442610816,11.9119161792261
"2955","VLF064",1957,152.180494922518,160.501874526103,176.707185839261,202.946042051226,211.727821916423,198.310135094241
"2956","VLF065",1957,71.0437073481093,72.1213917784889,78.9769345010423,88.5469870147639,93.425314445735,86.8227094717601
"2957","VLF066",1957,NA,NA,NA,NA,NA,NA
"2958","VLF067",1957,100.472189989519,103.808902430953,113.959401731258,129.196885791783,135.606954231315,126.479656515697
"2959","VLF068",1957,29.291913749986,28.4451942231884,30.9547502513727,33.748143846108,36.0768826643256,33.2236649245074
