"","tree","year","dbh"
"2205","VUF105",1945,9.818
"2206","VUF106",1945,9.4525
"2207","VUF107",1945,16.0055
"2208","VUF108",1945,16.048
"2209","VUF109",1945,23.856
"2210","VUF110",1945,18.5015
"2211","VUF111",1945,16.8395
"2212","VUF112",1945,14.936
"2213","VUF114",1945,10.454
"2214","VUF115",1945,10.975
"2215","VUF116",1945,10.745
"2216","VUF117",1945,NA
"2217","VUF118",1945,NA
"2218","VUF119",1945,7.753
"2219","VUF120",1945,NA
"2220","VUF122",1945,NA
"2221","VUF125",1945,4.859
"2222","VUF128",1945,NA
"2223","VUF129",1945,13.574
"2224","VUF130",1945,NA
"2225","VUF131",1945,NA
"2226","VUF132",1945,NA
"2227","VUF133",1945,20.046
"2228","VUF135",1945,5.181
"2229","VUF136",1945,7.704
"2230","VUF137",1945,23.825
"2231","VUF139",1945,23.939
"2232","VUF140",1945,21.853
"2233","VUF142",1945,NA
"2234","VUF143",1945,12.8565
"2235","VUF144",1945,25.881
"2236","VUF145",1945,9.6805
"2237","VUF146",1945,NA
"2238","VUF147",1945,13.918
"2239","VUF148",1945,15.55
"2240","VUF149",1945,21.6
"2241","VUF150",1945,NA
"2242","VUF151",1945,13.291
"2243","VUF208",1945,NA
"2244","VUF209",1945,6.6625
"2245","VUF219",1945,NA
"2246","VUF222",1945,NA
"2247","VUF229",1945,12.939
"2248","VUF235",1945,5.181
"2249","VUF242",1945,NA
"2250","VUF308",1945,NA
"2251","VUF322",1945,NA
"2252","VUF335",1945,5.181
"2253","VUF435",1945,5.181
"2254","VUF508",1945,16.048
"2255","VUF001",1946,28.653
"2256","VUF002",1946,23.72
"2257","VUF003",1946,20.8095
"2258","VUF004",1946,NA
"2259","VUF005",1946,16.0345
"2260","VUF006",1946,11.8835
"2261","VUF007",1946,10.4805
"2262","VUF008",1946,6.359
"2263","VUF009",1946,6.8485
"2264","VUF010",1946,17.853
"2265","VUF011",1946,19.664
"2266","VUF012",1946,7.757
"2267","VUF013",1946,16.0675
"2268","VUF015",1946,NA
"2269","VUF016",1946,NA
"2270","VUF017",1946,37.9885
"2271","VUF018",1946,12.1
"2272","VUF019",1946,NA
"2273","VUF020",1946,10.062
"2274","VUF021",1946,19.861
"2275","VUF022",1946,NA
"2276","VUF023",1946,24.1285
"2277","VUF024",1946,25.306
"2278","VUF025",1946,14.758
"2279","VUF026",1946,12.137
"2280","VUF027",1946,NA
"2281","VUF028",1946,NA
"2282","VUF029",1946,11.759
"2283","VUF030",1946,NA
"2284","VUF031",1946,NA
"2285","VUF032",1946,15.7945
"2286","VUF034",1946,12.78
"2287","VUF036",1946,9.085
"2288","VUF037",1946,10.587
"2289","VUF038",1946,20.406
"2290","VUF039",1946,33.3645
"2291","VUF040",1946,33.546
"2292","VUF041",1946,16.663
"2293","VUF042",1946,29.079
"2294","VUF044",1946,14.867
"2295","VUF045",1946,16.951
"2296","VUF047",1946,5.035
"2297","VUF048",1946,NA
"2298","VUF049",1946,NA
"2299","VUF050",1946,6.7825
"2300","VUF101",1946,23.3955
"2301","VUF102",1946,14.035
"2302","VUF104",1946,11.628
"2303","VUF105",1946,9.924
"2304","VUF106",1946,9.5375
"2305","VUF107",1946,16.164
"2306","VUF108",1946,16.231
"2307","VUF109",1946,24.114
"2308","VUF110",1946,18.675
"2309","VUF111",1946,17.0305
"2310","VUF112",1946,15.0405
"2311","VUF114",1946,10.626
"2312","VUF115",1946,11.0905
"2313","VUF116",1946,10.8555
"2314","VUF117",1946,NA
"2315","VUF118",1946,NA
"2316","VUF119",1946,8.028
"2317","VUF120",1946,NA
"2318","VUF122",1946,NA
"2319","VUF125",1946,4.975
"2320","VUF128",1946,NA
"2321","VUF129",1946,13.72
"2322","VUF130",1946,10.0295
"2323","VUF131",1946,NA
"2324","VUF132",1946,NA
"2325","VUF133",1946,20.163
"2326","VUF135",1946,5.454
"2327","VUF136",1946,7.808
"2328","VUF137",1946,23.9675
"2329","VUF139",1946,24.274
"2330","VUF140",1946,22.1065
"2331","VUF142",1946,NA
"2332","VUF143",1946,13.0385
"2333","VUF144",1946,26.1535
"2334","VUF145",1946,9.813
"2335","VUF146",1946,NA
"2336","VUF147",1946,14.047
"2337","VUF148",1946,15.745
"2338","VUF149",1946,21.844
"2339","VUF150",1946,NA
"2340","VUF151",1946,13.4625
"2341","VUF208",1946,6.359
"2342","VUF209",1946,6.8485
"2343","VUF219",1946,NA
"2344","VUF222",1946,NA
"2345","VUF229",1946,13.0663333333333
"2346","VUF235",1946,5.454
"2347","VUF242",1946,NA
"2348","VUF308",1946,6.359
"2349","VUF322",1946,NA
"2350","VUF335",1946,5.454
"2351","VUF435",1946,5.454
"2352","VUF508",1946,16.231
"2353","VUF001",1947,29.042
"2354","VUF002",1947,23.962
"2355","VUF003",1947,21.0955
"2356","VUF004",1947,NA
"2357","VUF005",1947,16.2375
"2358","VUF006",1947,12.053
"2359","VUF007",1947,10.593
"2360","VUF008",1947,6.432
"2361","VUF009",1947,7.0495
"2362","VUF010",1947,18.069
"2363","VUF011",1947,19.903
"2364","VUF012",1947,7.936
"2365","VUF013",1947,16.2925
"2366","VUF015",1947,NA
"2367","VUF016",1947,NA
"2368","VUF017",1947,38.357
"2369","VUF018",1947,12.2605
"2370","VUF019",1947,NA
"2371","VUF020",1947,10.1785
"2372","VUF021",1947,20.042
"2373","VUF022",1947,6.938
"2374","VUF023",1947,24.339
"2375","VUF024",1947,25.5415
"2376","VUF025",1947,14.831
"2377","VUF026",1947,12.21
"2378","VUF027",1947,NA
"2379","VUF028",1947,NA
"2380","VUF029",1947,11.5765
"2381","VUF030",1947,NA
"2382","VUF031",1947,NA
"2383","VUF032",1947,15.926
"2384","VUF034",1947,12.9965
"2385","VUF036",1947,9.2155
"2386","VUF037",1947,10.6285
"2387","VUF038",1947,20.5975
"2388","VUF039",1947,33.66
"2389","VUF040",1947,33.826
"2390","VUF041",1947,16.862
"2391","VUF042",1947,29.3445
"2392","VUF044",1947,15.0585
"2393","VUF045",1947,17.1415
"2394","VUF047",1947,5.087
"2395","VUF048",1947,NA
"2396","VUF049",1947,NA
"2397","VUF050",1947,6.8245
"2398","VUF101",1947,23.635
"2399","VUF102",1947,14.18
"2400","VUF104",1947,11.738
"2401","VUF105",1947,10.02
"2402","VUF106",1947,9.609
"2403","VUF107",1947,16.298
"2404","VUF108",1947,16.395
"2405","VUF109",1947,24.3715
"2406","VUF110",1947,18.817
"2407","VUF111",1947,17.2125
"2408","VUF112",1947,15.14
"2409","VUF114",1947,10.784
"2410","VUF115",1947,11.232
"2411","VUF116",1947,10.967
"2412","VUF117",1947,NA
"2413","VUF118",1947,NA
"2414","VUF119",1947,8.226
"2415","VUF120",1947,NA
"2416","VUF122",1947,NA
"2417","VUF125",1947,5.039
"2418","VUF128",1947,NA
"2419","VUF129",1947,13.8435
"2420","VUF130",1947,10.076
"2421","VUF131",1947,NA
"2422","VUF132",1947,NA
"2423","VUF133",1947,20.299
"2424","VUF135",1947,5.608
"2425","VUF136",1947,7.887
"2426","VUF137",1947,24.1425
"2427","VUF139",1947,24.644
"2428","VUF140",1947,22.326
"2429","VUF142",1947,NA
"2430","VUF143",1947,13.1945
"2431","VUF144",1947,26.3885
"2432","VUF145",1947,9.938
"2433","VUF146",1947,NA
"2434","VUF147",1947,14.209
"2435","VUF148",1947,15.9605
"2436","VUF149",1947,22.032
"2437","VUF150",1947,NA
"2438","VUF151",1947,13.5785
"2439","VUF208",1947,6.432
"2440","VUF209",1947,7.0495
"2441","VUF219",1947,NA
"2442","VUF222",1947,6.938
"2443","VUF229",1947,12.71
"2444","VUF235",1947,5.608
"2445","VUF242",1947,NA
"2446","VUF308",1947,6.432
"2447","VUF322",1947,6.938
"2448","VUF335",1947,5.608
"2449","VUF435",1947,5.608
"2450","VUF508",1947,16.395
"2451","VUF001",1948,29.326
"2452","VUF002",1948,24.194
"2453","VUF003",1948,21.291
"2454","VUF004",1948,NA
"2455","VUF005",1948,16.366
"2456","VUF006",1948,12.169
"2457","VUF007",1948,10.6695
"2458","VUF008",1948,6.528
"2459","VUF009",1948,7.202
"2460","VUF010",1948,18.219
"2461","VUF011",1948,20.0935
"2462","VUF012",1948,8.145
"2463","VUF013",1948,16.509
"2464","VUF015",1948,NA
"2465","VUF016",1948,NA
"2466","VUF017",1948,38.6425
"2467","VUF018",1948,12.3705
"2468","VUF019",1948,NA
"2469","VUF020",1948,10.266
"2470","VUF021",1948,20.164
"2471","VUF022",1948,6.978
"2472","VUF023",1948,24.4465
"2473","VUF024",1948,25.721
"2474","VUF025",1948,14.9165
"2475","VUF026",1948,12.268
"2476","VUF027",1948,NA
"2477","VUF028",1948,NA
"2478","VUF029",1948,11.6455
"2479","VUF030",1948,NA
"2480","VUF031",1948,NA
"2481","VUF032",1948,16.0125
"2482","VUF034",1948,13.1525
"2483","VUF036",1948,9.3015
"2484","VUF037",1948,10.678
"2485","VUF038",1948,20.7275
"2486","VUF039",1948,33.866
"2487","VUF040",1948,34.103
"2488","VUF041",1948,16.998
"2489","VUF042",1948,29.5625
"2490","VUF044",1948,15.1905
"2491","VUF045",1948,17.2785
"2492","VUF047",1948,5.147
"2493","VUF048",1948,NA
"2494","VUF049",1948,NA
"2495","VUF050",1948,6.9385
"2496","VUF101",1948,23.842
"2497","VUF102",1948,14.2765
"2498","VUF104",1948,11.8065
"2499","VUF105",1948,10.07
"2500","VUF106",1948,9.673
"2501","VUF107",1948,16.413
"2502","VUF108",1948,16.512
"2503","VUF109",1948,24.536
"2504","VUF110",1948,18.937
"2505","VUF111",1948,17.3265
"2506","VUF112",1948,15.205
"2507","VUF114",1948,10.875
"2508","VUF115",1948,11.345
"2509","VUF116",1948,11.0645
"2510","VUF117",1948,NA
"2511","VUF118",1948,NA
"2512","VUF119",1948,8.397
"2513","VUF120",1948,NA
"2514","VUF122",1948,NA
"2515","VUF125",1948,5.103
"2516","VUF128",1948,NA
"2517","VUF129",1948,13.9285
"2518","VUF130",1948,10.1205
"2519","VUF131",1948,NA
"2520","VUF132",1948,NA
"2521","VUF133",1948,20.3995
"2522","VUF135",1948,5.784
"2523","VUF136",1948,7.945
"2524","VUF137",1948,24.2735
"2525","VUF139",1948,24.905
"2526","VUF140",1948,22.44
"2527","VUF142",1948,NA
"2528","VUF143",1948,13.302
"2529","VUF144",1948,26.5785
"2530","VUF145",1948,10.031
"2531","VUF146",1948,NA
"2532","VUF147",1948,14.361
"2533","VUF148",1948,16.118
"2534","VUF149",1948,22.202
"2535","VUF150",1948,NA
"2536","VUF151",1948,13.6785
"2537","VUF208",1948,6.528
"2538","VUF209",1948,7.202
"2539","VUF219",1948,NA
"2540","VUF222",1948,6.978
"2541","VUF229",1948,12.787
"2542","VUF235",1948,5.784
"2543","VUF242",1948,NA
"2544","VUF308",1948,6.528
"2545","VUF322",1948,6.978
"2546","VUF335",1948,5.784
"2547","VUF435",1948,5.784
"2548","VUF508",1948,16.512
"2549","VUF001",1949,29.526
"2550","VUF002",1949,24.387
"2551","VUF003",1949,21.4565
"2552","VUF004",1949,NA
"2553","VUF005",1949,16.4495
"2554","VUF006",1949,12.2645
"2555","VUF007",1949,10.7725
"2556","VUF008",1949,6.644
"2557","VUF009",1949,7.3195
"2558","VUF010",1949,18.323
"2559","VUF011",1949,20.2895
"2560","VUF012",1949,8.3675
"2561","VUF013",1949,16.734
"2562","VUF015",1949,NA
"2563","VUF016",1949,8.213
"2564","VUF017",1949,38.8405
"2565","VUF018",1949,12.443
"2566","VUF019",1949,NA
"2567","VUF020",1949,10.36
"2568","VUF021",1949,20.278
"2569","VUF022",1949,6.996
"2570","VUF023",1949,24.5505
"2571","VUF024",1949,25.864
"2572","VUF025",1949,15.0075
"2573","VUF026",1949,12.338
"2574","VUF027",1949,NA
"2575","VUF028",1949,NA
"2576","VUF029",1949,11.743
"2577","VUF030",1949,NA
"2578","VUF031",1949,NA
"2579","VUF032",1949,16.1235
"2580","VUF034",1949,13.264
"2581","VUF036",1949,9.3775
"2582","VUF037",1949,10.7455
"2583","VUF038",1949,20.85
"2584","VUF039",1949,33.989
"2585","VUF040",1949,34.331
"2586","VUF041",1949,17.134
"2587","VUF042",1949,29.705
"2588","VUF044",1949,15.2915
"2589","VUF045",1949,17.402
"2590","VUF047",1949,4.6625
"2591","VUF048",1949,NA
"2592","VUF049",1949,NA
"2593","VUF050",1949,7.1175
"2594","VUF101",1949,23.99
"2595","VUF102",1949,14.362
"2596","VUF104",1949,11.869
"2597","VUF105",1949,10.122
"2598","VUF106",1949,9.733
"2599","VUF107",1949,16.5325
"2600","VUF108",1949,16.614
"2601","VUF109",1949,24.6355
"2602","VUF110",1949,19.051
"2603","VUF111",1949,17.4015
"2604","VUF112",1949,15.2565
"2605","VUF114",1949,10.956
"2606","VUF115",1949,11.4375
"2607","VUF116",1949,11.154
"2608","VUF117",1949,NA
"2609","VUF118",1949,NA
"2610","VUF119",1949,8.573
"2611","VUF120",1949,NA
"2612","VUF122",1949,NA
"2613","VUF125",1949,5.163
"2614","VUF128",1949,NA
"2615","VUF129",1949,14.044
"2616","VUF130",1949,10.191
"2617","VUF131",1949,NA
"2618","VUF132",1949,NA
"2619","VUF133",1949,20.4715
"2620","VUF135",1949,6.051
"2621","VUF136",1949,8.005
"2622","VUF137",1949,24.353
"2623","VUF139",1949,25.161
"2624","VUF140",1949,22.614
"2625","VUF142",1949,NA
"2626","VUF143",1949,13.3655
"2627","VUF144",1949,26.748
"2628","VUF145",1949,10.1685
"2629","VUF146",1949,NA
"2630","VUF147",1949,14.502
"2631","VUF148",1949,16.2545
"2632","VUF149",1949,22.386
"2633","VUF150",1949,NA
"2634","VUF151",1949,13.796
"2635","VUF208",1949,6.644
"2636","VUF209",1949,7.3195
"2637","VUF219",1949,NA
"2638","VUF222",1949,6.996
"2639","VUF229",1949,12.8935
"2640","VUF235",1949,6.051
"2641","VUF242",1949,NA
"2642","VUF308",1949,6.644
"2643","VUF322",1949,6.996
"2644","VUF335",1949,6.051
"2645","VUF435",1949,6.051
"2646","VUF508",1949,16.614
"2647","VUF001",1950,29.7085
"2648","VUF002",1950,24.564
"2649","VUF003",1950,21.6745
"2650","VUF004",1950,11.422
"2651","VUF005",1950,16.5335
"2652","VUF006",1950,12.36
"2653","VUF007",1950,10.8655
"2654","VUF008",1950,6.764
"2655","VUF009",1950,7.4635
"2656","VUF010",1950,18.4525
"2657","VUF011",1950,20.48
"2658","VUF012",1950,8.573
"2659","VUF013",1950,16.9235
"2660","VUF015",1950,NA
"2661","VUF016",1950,8.455
"2662","VUF017",1950,39.0675
"2663","VUF018",1950,12.539
"2664","VUF019",1950,NA
"2665","VUF020",1950,10.4665
"2666","VUF021",1950,20.402
"2667","VUF022",1950,7.016
"2668","VUF023",1950,24.708
"2669","VUF024",1950,25.992
"2670","VUF025",1950,15.105
"2671","VUF026",1950,12.42
"2672","VUF027",1950,NA
"2673","VUF028",1950,NA
"2674","VUF029",1950,11.836
"2675","VUF030",1950,NA
"2676","VUF031",1950,NA
"2677","VUF032",1950,16.259
"2678","VUF034",1950,13.405
"2679","VUF036",1950,9.452
"2680","VUF037",1950,10.819
"2681","VUF038",1950,20.989
"2682","VUF039",1950,34.082
"2683","VUF040",1950,34.525
"2684","VUF041",1950,17.3
"2685","VUF042",1950,29.894
"2686","VUF044",1950,15.415
"2687","VUF045",1950,17.517
"2688","VUF047",1950,4.7225
"2689","VUF048",1950,NA
"2690","VUF049",1950,NA
"2691","VUF050",1950,7.2955
"2692","VUF101",1950,24.173
"2693","VUF102",1950,14.445
"2694","VUF104",1950,11.9615
"2695","VUF105",1950,10.202
"2696","VUF106",1950,9.8115
"2697","VUF107",1950,16.664
"2698","VUF108",1950,16.727
"2699","VUF109",1950,24.771
"2700","VUF110",1950,19.171
"2701","VUF111",1950,17.482
"2702","VUF112",1950,15.333
"2703","VUF114",1950,11.03
"2704","VUF115",1950,11.568
"2705","VUF116",1950,11.2555
"2706","VUF117",1950,NA
"2707","VUF118",1950,NA
"2708","VUF119",1950,8.813
"2709","VUF120",1950,NA
"2710","VUF122",1950,NA
"2711","VUF125",1950,5.23
"2712","VUF128",1950,NA
"2713","VUF129",1950,14.157
"2714","VUF130",1950,10.289
"2715","VUF131",1950,NA
"2716","VUF132",1950,NA
"2717","VUF133",1950,20.56
"2718","VUF135",1950,6.262
"2719","VUF136",1950,8.086
"2720","VUF137",1950,24.481
"2721","VUF139",1950,25.441
"2722","VUF140",1950,22.7705
"2723","VUF142",1950,NA
"2724","VUF143",1950,13.44
"2725","VUF144",1950,26.939
"2726","VUF145",1950,10.308
"2727","VUF146",1950,7.879
"2728","VUF147",1950,14.662
"2729","VUF148",1950,16.3865
"2730","VUF149",1950,22.622
"2731","VUF150",1950,NA
"2732","VUF151",1950,13.9225
"2733","VUF208",1950,6.764
"2734","VUF209",1950,7.4635
"2735","VUF219",1950,NA
"2736","VUF222",1950,7.016
"2737","VUF229",1950,12.9965
"2738","VUF235",1950,6.262
"2739","VUF242",1950,NA
"2740","VUF308",1950,6.764
"2741","VUF322",1950,7.016
"2742","VUF335",1950,6.262
"2743","VUF435",1950,6.262
"2744","VUF508",1950,16.727
"2745","VUF001",1951,29.8525
"2746","VUF002",1951,24.679
"2747","VUF003",1951,21.8125
"2748","VUF004",1951,11.56
"2749","VUF005",1951,16.596
"2750","VUF006",1951,12.4425
"2751","VUF007",1951,10.947
"2752","VUF008",1951,6.857
"2753","VUF009",1951,7.5685
"2754","VUF010",1951,18.5585
"2755","VUF011",1951,20.6415
"2756","VUF012",1951,8.732
"2757","VUF013",1951,17.058
"2758","VUF015",1951,12.21
"2759","VUF016",1951,8.631
"2760","VUF017",1951,39.2605
"2761","VUF018",1951,12.5975
"2762","VUF019",1951,5.456
"2763","VUF020",1951,10.5225
"2764","VUF021",1951,20.474
"2765","VUF022",1951,7.059
"2766","VUF023",1951,24.8805
"2767","VUF024",1951,26.0815
"2768","VUF025",1951,15.1845
"2769","VUF026",1951,12.483
"2770","VUF027",1951,NA
"2771","VUF028",1951,NA
"2772","VUF029",1951,11.9225
"2773","VUF030",1951,NA
"2774","VUF031",1951,6.474
"2775","VUF032",1951,16.414
"2776","VUF034",1951,13.493
"2777","VUF036",1951,9.513
"2778","VUF037",1951,10.875
"2779","VUF038",1951,21.127
"2780","VUF039",1951,34.1415
"2781","VUF040",1951,34.634
"2782","VUF041",1951,17.442
"2783","VUF042",1951,30.033
"2784","VUF044",1951,15.521
"2785","VUF045",1951,17.606
"2786","VUF047",1951,4.782
"2787","VUF048",1951,NA
"2788","VUF049",1951,NA
"2789","VUF050",1951,7.465
"2790","VUF101",1951,24.287
"2791","VUF102",1951,14.507
"2792","VUF104",1951,12.0225
"2793","VUF105",1951,10.261
"2794","VUF106",1951,9.886
"2795","VUF107",1951,16.778
"2796","VUF108",1951,16.8
"2797","VUF109",1951,24.885
"2798","VUF110",1951,19.2545
"2799","VUF111",1951,17.544
"2800","VUF112",1951,15.394
"2801","VUF114",1951,11.126
"2802","VUF115",1951,11.6695
"2803","VUF116",1951,11.3395
"2804","VUF117",1951,NA
"2805","VUF118",1951,NA
"2806","VUF119",1951,8.949
"2807","VUF120",1951,NA
"2808","VUF122",1951,NA
"2809","VUF125",1951,5.299
"2810","VUF128",1951,NA
"2811","VUF129",1951,14.2435
"2812","VUF130",1951,10.3695
"2813","VUF131",1951,NA
"2814","VUF132",1951,NA
"2815","VUF133",1951,20.617
"2816","VUF135",1951,6.385
"2817","VUF136",1951,8.138
"2818","VUF137",1951,24.578
"2819","VUF139",1951,25.645
"2820","VUF140",1951,22.9035
"2821","VUF142",1951,NA
"2822","VUF143",1951,13.4845
"2823","VUF144",1951,27.0645
"2824","VUF145",1951,10.391
"2825","VUF146",1951,7.94
"2826","VUF147",1951,14.797
"2827","VUF148",1951,16.4905
"2828","VUF149",1951,22.766
"2829","VUF150",1951,NA
"2830","VUF151",1951,14.033
"2831","VUF208",1951,6.857
"2832","VUF209",1951,7.5685
"2833","VUF219",1951,5.456
"2834","VUF222",1951,7.059
"2835","VUF229",1951,13.083
"2836","VUF235",1951,6.385
"2837","VUF242",1951,NA
"2838","VUF308",1951,6.857
"2839","VUF322",1951,7.059
"2840","VUF335",1951,6.385
"2841","VUF435",1951,6.385
"2842","VUF508",1951,16.8
"2843","VUF001",1952,30.028
"2844","VUF002",1952,24.9245
"2845","VUF003",1952,22.026
"2846","VUF004",1952,11.731
"2847","VUF005",1952,16.7435
"2848","VUF006",1952,12.5645
"2849","VUF007",1952,11.096
"2850","VUF008",1952,7.004
"2851","VUF009",1952,7.7275
"2852","VUF010",1952,18.697
"2853","VUF011",1952,20.8325
"2854","VUF012",1952,8.9615
"2855","VUF013",1952,17.2975
"2856","VUF015",1952,12.396
"2857","VUF016",1952,8.762
"2858","VUF017",1952,39.507
"2859","VUF018",1952,12.7155
"2860","VUF019",1952,5.5285
"2861","VUF020",1952,10.6095
"2862","VUF021",1952,20.622
"2863","VUF022",1952,7.112
"2864","VUF023",1952,25.061
"2865","VUF024",1952,26.24
"2866","VUF025",1952,15.36
"2867","VUF026",1952,12.622
"2868","VUF027",1952,NA
"2869","VUF028",1952,NA
"2870","VUF029",1952,12.054
"2871","VUF030",1952,NA
"2872","VUF031",1952,6.59
"2873","VUF032",1952,16.641
"2874","VUF034",1952,13.6205
"2875","VUF036",1952,9.6265
"2876","VUF037",1952,10.9565
"2877","VUF038",1952,21.3655
"2878","VUF039",1952,34.2905
"2879","VUF040",1952,34.84
"2880","VUF041",1952,17.656
"2881","VUF042",1952,30.236
"2882","VUF044",1952,15.6655
"2883","VUF045",1952,17.724
"2884","VUF047",1952,4.841
"2885","VUF048",1952,NA
"2886","VUF049",1952,NA
"2887","VUF050",1952,7.5835
"2888","VUF101",1952,24.465
"2889","VUF102",1952,14.6075
"2890","VUF104",1952,12.142
"2891","VUF105",1952,10.36
"2892","VUF106",1952,10.0095
"2893","VUF107",1952,16.937
"2894","VUF108",1952,16.921
"2895","VUF109",1952,25.0315
"2896","VUF110",1952,19.3845
"2897","VUF111",1952,17.6845
"2898","VUF112",1952,15.472
"2899","VUF114",1952,11.216
"2900","VUF115",1952,11.754
"2901","VUF116",1952,11.443
"2902","VUF117",1952,NA
"2903","VUF118",1952,NA
"2904","VUF119",1952,9.154
"2905","VUF120",1952,NA
"2906","VUF122",1952,NA
"2907","VUF125",1952,5.386
"2908","VUF128",1952,NA
"2909","VUF129",1952,14.419
"2910","VUF130",1952,10.53
"2911","VUF131",1952,NA
"2912","VUF132",1952,NA
"2913","VUF133",1952,20.711
"2914","VUF135",1952,6.503
"2915","VUF136",1952,8.187
"2916","VUF137",1952,24.7195
"2917","VUF139",1952,25.936
"2918","VUF140",1952,23.0915
"2919","VUF142",1952,NA
"2920","VUF143",1952,13.542
"2921","VUF144",1952,27.2335
"2922","VUF145",1952,10.5295
"2923","VUF146",1952,8.073
"2924","VUF147",1952,14.978
"2925","VUF148",1952,16.6415
"2926","VUF149",1952,22.972
"2927","VUF150",1952,NA
"2928","VUF151",1952,14.191
"2929","VUF208",1952,7.004
"2930","VUF209",1952,7.7275
"2931","VUF219",1952,5.5285
"2932","VUF222",1952,7.112
"2933","VUF229",1952,13.2365
"2934","VUF235",1952,6.503
"2935","VUF242",1952,NA
"2936","VUF308",1952,7.004
"2937","VUF322",1952,7.112
"2938","VUF335",1952,6.503
"2939","VUF435",1952,6.503
"2940","VUF508",1952,16.921
"2941","VUF001",1953,30.2265
"2942","VUF002",1953,25.2115
"2943","VUF003",1953,22.2535
"2944","VUF004",1953,11.885
"2945","VUF005",1953,16.895
"2946","VUF006",1953,12.6975
"2947","VUF007",1953,11.23
"2948","VUF008",1953,6.898
"2949","VUF009",1953,7.863
"2950","VUF010",1953,18.85
"2951","VUF011",1953,20.98
"2952","VUF012",1953,9.133
"2953","VUF013",1953,17.5275
"2954","VUF015",1953,12.631
"2955","VUF016",1953,8.8215
"2956","VUF017",1953,39.742
"2957","VUF018",1953,12.8125
"2958","VUF019",1953,5.574
"2959","VUF020",1953,10.692
"2960","VUF021",1953,20.79
"2961","VUF022",1953,7.194
"2962","VUF023",1953,25.2765
"2963","VUF024",1953,26.398
"2964","VUF025",1953,15.504
"2965","VUF026",1953,12.697
"2966","VUF027",1953,NA
"2967","VUF028",1953,NA
"2968","VUF029",1953,12.1665
"2969","VUF030",1953,NA
"2970","VUF031",1953,6.657
"2971","VUF032",1953,16.778
"2972","VUF034",1953,13.7445
"2973","VUF036",1953,9.728
"2974","VUF037",1953,11.039
"2975","VUF038",1953,21.569
"2976","VUF039",1953,34.428
"2977","VUF040",1953,34.981
"2978","VUF041",1953,17.8435
"2979","VUF042",1953,30.4255
"2980","VUF044",1953,15.8
"2981","VUF045",1953,17.873
"2982","VUF047",1953,4.882
"2983","VUF048",1953,NA
"2984","VUF049",1953,NA
"2985","VUF050",1953,7.643
"2986","VUF101",1953,24.64
"2987","VUF102",1953,14.703
"2988","VUF104",1953,12.221
"2989","VUF105",1953,10.448
"2990","VUF106",1953,10.1255
"2991","VUF107",1953,17.0795
"2992","VUF108",1953,17.028
"2993","VUF109",1953,25.174
"2994","VUF110",1953,19.496
"2995","VUF111",1953,17.82
"2996","VUF112",1953,15.546
"2997","VUF114",1953,11.264
"2998","VUF115",1953,11.8255
"2999","VUF116",1953,11.5185
"3000","VUF117",1953,NA
"3001","VUF118",1953,NA
"3002","VUF119",1953,9.365
"3003","VUF120",1953,NA
"3004","VUF122",1953,NA
"3005","VUF125",1953,5.456
"3006","VUF128",1953,NA
"3007","VUF129",1953,14.594
"3008","VUF130",1953,10.626
"3009","VUF131",1953,NA
"3010","VUF132",1953,NA
"3011","VUF133",1953,20.785
"3012","VUF135",1953,6.663
"3013","VUF136",1953,8.245
"3014","VUF137",1953,24.8365
"3015","VUF139",1953,26.197
"3016","VUF140",1953,23.2425
"3017","VUF142",1953,NA
"3018","VUF143",1953,13.591
"3019","VUF144",1953,27.3885
"3020","VUF145",1953,10.6495
"3021","VUF146",1953,8.174
"3022","VUF147",1953,15.119
"3023","VUF148",1953,16.787
"3024","VUF149",1953,23.142
"3025","VUF150",1953,NA
"3026","VUF151",1953,14.3195
"3027","VUF208",1953,6.898
"3028","VUF209",1953,7.863
"3029","VUF219",1953,5.574
"3030","VUF222",1953,7.194
"3031","VUF229",1953,13.38025
"3032","VUF235",1953,6.663
"3033","VUF242",1953,NA
"3034","VUF308",1953,6.898
"3035","VUF322",1953,7.194
"3036","VUF335",1953,6.663
"3037","VUF435",1953,6.663
"3038","VUF508",1953,17.028
"3039","VUF001",1954,30.3515
"3040","VUF002",1954,25.376
"3041","VUF003",1954,22.369
"3042","VUF004",1954,11.973
"3043","VUF005",1954,16.9705
"3044","VUF006",1954,12.7575
"3045","VUF007",1954,11.3095
"3046","VUF008",1954,6.938
"3047","VUF009",1954,7.945
"3048","VUF010",1954,18.9715
"3049","VUF011",1954,21.106
"3050","VUF012",1954,9.226
"3051","VUF013",1954,17.689
"3052","VUF015",1954,13.1975
"3053","VUF016",1954,8.922
"3054","VUF017",1954,39.936
"3055","VUF018",1954,12.8515
"3056","VUF019",1954,5.6075
"3057","VUF020",1954,10.7385
"3058","VUF021",1954,20.5605
"3059","VUF022",1954,7.249
"3060","VUF023",1954,25.3995
"3061","VUF024",1954,26.5105
"3062","VUF025",1954,15.581
"3063","VUF026",1954,12.735
"3064","VUF027",1954,NA
"3065","VUF028",1954,NA
"3066","VUF029",1954,12.2445
"3067","VUF030",1954,NA
"3068","VUF031",1954,7.8205
"3069","VUF032",1954,16.8545
"3070","VUF034",1954,13.8045
"3071","VUF036",1954,9.783
"3072","VUF037",1954,11.075
"3073","VUF038",1954,21.662
"3074","VUF039",1954,34.4805
"3075","VUF040",1954,35.048
