"","tree","year","dbh"
"6798","VUF039",1992,41.958
"6799","VUF040",1992,44.188
"6800","VUF041",1992,25.09
"6801","VUF042",1992,38.1365
"6802","VUF044",1992,19.89
"6803","VUF045",1992,23.017
"6804","VUF047",1992,6.6215
"6805","VUF048",1992,18.166
"6806","VUF049",1992,26.7775
"6807","VUF050",1992,11.8805
"6808","VUF101",1992,32.1655
"6809","VUF102",1992,17.8735
"6810","VUF104",1992,14.5005
"6811","VUF105",1992,12.441
"6812","VUF106",1992,12.8505
"6813","VUF107",1992,21.96
"6814","VUF108",1992,21.638
"6815","VUF109",1992,33.2205
"6816","VUF110",1992,24.4365
"6817","VUF111",1992,23.7155
"6818","VUF112",1992,19.8555
"6819","VUF114",1992,13.543
"6820","VUF115",1992,15.1655
"6821","VUF116",1992,14.9845
"6822","VUF117",1992,17.334
"6823","VUF118",1992,17.823
"6824","VUF119",1992,15.789
"6825","VUF120",1992,13.746
"6826","VUF122",1992,10.125
"6827","VUF125",1992,7.158
"6828","VUF128",1992,31.969
"6829","VUF129",1992,19.963
"6830","VUF130",1992,14.2415
"6831","VUF131",1992,14.3805
"6832","VUF132",1992,14.1235
"6833","VUF133",1992,24.4475
"6834","VUF135",1992,8.664
"6835","VUF136",1992,9.474
"6836","VUF137",1992,33.055
"6837","VUF139",1992,32.507
"6838","VUF140",1992,29.995
"6839","VUF142",1992,6.0665
"6840","VUF143",1992,15.3315
"6841","VUF144",1992,34.945
"6842","VUF145",1992,14.467
"6843","VUF146",1992,12.101
"6844","VUF147",1992,22.173
"6845","VUF148",1992,22.1035
"6846","VUF149",1992,30.583
"6847","VUF150",1992,14.437
"6848","VUF151",1992,21.37
"6849","VUF208",1992,10.6115
"6850","VUF209",1992,12.7295
"6851","VUF219",1992,8.302
"6852","VUF222",1992,11.256
"6853","VUF229",1992,19.0245
"6854","VUF235",1992,8.664
"6855","VUF242",1992,6.0665
"6856","VUF308",1992,10.6115
"6857","VUF322",1992,10.502
"6858","VUF335",1992,8.664
"6859","VUF435",1992,8.664
"6860","VUF508",1992,21.638
"6861","VUF001",1993,35.918
"6862","VUF002",1993,33.509
"6863","VUF003",1993,28.84
"6864","VUF004",1993,16.9265
"6865","VUF005",1993,23.822
"6866","VUF006",1993,15.949
"6867","VUF007",1993,15.0255
"6868","VUF008",1993,10.6385
"6869","VUF009",1993,12.821
"6870","VUF010",1993,24.8485
"6871","VUF011",1993,27.6645
"6872","VUF012",1993,12.109
"6873","VUF013",1993,25.2145
"6874","VUF015",1993,21.3745
"6875","VUF016",1993,13.2285
"6876","VUF017",1993,51.17
"6877","VUF018",1993,16.916
"6878","VUF019",1993,8.3835
"6879","VUF020",1993,14.112
"6880","VUF021",1993,27.5
"6881","VUF022",1993,11.308
"6882","VUF023",1993,31.6785
"6883","VUF024",1993,33.6825
"6884","VUF025",1993,23.325
"6885","VUF026",1993,16.4865
"6886","VUF027",1993,23.034
"6887","VUF028",1993,10.617
"6888","VUF029",1993,18.208
"6889","VUF030",1993,20.038
"6890","VUF031",1993,12.329
"6891","VUF032",1993,23.383
"6892","VUF034",1993,16.658
"6893","VUF036",1993,13
"6894","VUF037",1993,15.16
"6895","VUF038",1993,32.82
"6896","VUF039",1993,42.2345
"6897","VUF040",1993,44.419
"6898","VUF041",1993,25.2555
"6899","VUF042",1993,38.378
"6900","VUF044",1993,19.972
"6901","VUF045",1993,23.1645
"6902","VUF047",1993,6.6575
"6903","VUF048",1993,18.284
"6904","VUF049",1993,26.9005
"6905","VUF050",1993,11.9095
"6906","VUF101",1993,32.3515
"6907","VUF102",1993,17.955
"6908","VUF104",1993,14.5575
"6909","VUF105",1993,12.495
"6910","VUF106",1993,12.891
"6911","VUF107",1993,22.0605
"6912","VUF108",1993,21.72
"6913","VUF109",1993,33.396
"6914","VUF110",1993,24.5805
"6915","VUF111",1993,23.888
"6916","VUF112",1993,20.026
"6917","VUF114",1993,13.5755
"6918","VUF115",1993,15.222
"6919","VUF116",1993,15.0635
"6920","VUF117",1993,17.412
"6921","VUF118",1993,17.941
"6922","VUF119",1993,15.8906666666667
"6923","VUF120",1993,13.79
"6924","VUF122",1993,10.18
"6925","VUF125",1993,7.169
"6926","VUF128",1993,32.193
"6927","VUF129",1993,20.0605
"6928","VUF130",1993,14.375
"6929","VUF131",1993,14.5
"6930","VUF132",1993,14.2165
"6931","VUF133",1993,24.5365
"6932","VUF135",1993,8.691
"6933","VUF136",1993,9.512
"6934","VUF137",1993,33.2925
"6935","VUF139",1993,32.622
"6936","VUF140",1993,30.1455
"6937","VUF142",1993,6.131
"6938","VUF143",1993,15.3535
"6939","VUF144",1993,35.1325
"6940","VUF145",1993,14.5205
"6941","VUF146",1993,12.123
"6942","VUF147",1993,22.316
"6943","VUF148",1993,22.2135
"6944","VUF149",1993,30.771
"6945","VUF150",1993,14.537
"6946","VUF151",1993,21.508
"6947","VUF208",1993,10.6385
"6948","VUF209",1993,12.821
"6949","VUF219",1993,8.3835
"6950","VUF222",1993,11.308
"6951","VUF229",1993,19.13425
"6952","VUF235",1993,8.691
"6953","VUF242",1993,6.131
"6954","VUF308",1993,10.6385
"6955","VUF322",1993,10.556
"6956","VUF335",1993,8.691
"6957","VUF435",1993,8.691
"6958","VUF508",1993,21.72
"6959","VUF001",1994,36.0265
"6960","VUF002",1994,33.5995
"6961","VUF003",1994,28.8975
"6962","VUF004",1994,17.006
"6963","VUF005",1994,23.9135
"6964","VUF006",1994,15.9715
"6965","VUF007",1994,15.094
"6966","VUF008",1994,10.66
"6967","VUF009",1994,12.879
"6968","VUF010",1994,24.9805
"6969","VUF011",1994,27.739
"6970","VUF012",1994,12.1235
"6971","VUF013",1994,25.326
"6972","VUF015",1994,21.4775
"6973","VUF016",1994,13.2525
"6974","VUF017",1994,51.3755
"6975","VUF018",1994,16.967
"6976","VUF019",1994,8.4545
"6977","VUF020",1994,14.1515
"6978","VUF021",1994,27.6
"6979","VUF022",1994,11.357
"6980","VUF023",1994,31.7955
"6981","VUF024",1994,33.7655
"6982","VUF025",1994,23.501
"6983","VUF026",1994,16.549
"6984","VUF027",1994,23.13
"6985","VUF028",1994,10.653
"6986","VUF029",1994,18.3135
"6987","VUF030",1994,20.134
"6988","VUF031",1994,12.3715
"6989","VUF032",1994,23.4915
"6990","VUF034",1994,16.7
"6991","VUF036",1994,13.0105
"6992","VUF037",1994,15.2285
"6993","VUF038",1994,32.9835
"6994","VUF039",1994,42.4645
"6995","VUF040",1994,44.575
"6996","VUF041",1994,25.3955
"6997","VUF042",1994,38.5455
"6998","VUF044",1994,20.0305
"6999","VUF045",1994,23.2755
"7000","VUF047",1994,6.691
"7001","VUF048",1994,18.356
"7002","VUF049",1994,26.9835
"7003","VUF050",1994,11.928
"7004","VUF101",1994,32.485
"7005","VUF102",1994,18.031
"7006","VUF104",1994,14.6125
"7007","VUF105",1994,12.545
"7008","VUF106",1994,12.938
"7009","VUF107",1994,22.1725
"7010","VUF108",1994,21.8005
"7011","VUF109",1994,33.546
"7012","VUF110",1994,24.706
"7013","VUF111",1994,24.036
"7014","VUF112",1994,20.155
"7015","VUF114",1994,13.609
"7016","VUF115",1994,15.2715
"7017","VUF116",1994,15.1555
"7018","VUF117",1994,17.475
"7019","VUF118",1994,18.088
"7020","VUF119",1994,15.9993333333333
"7021","VUF120",1994,13.855
"7022","VUF122",1994,10.242
"7023","VUF125",1994,7.185
"7024","VUF128",1994,32.368
"7025","VUF129",1994,20.142
"7026","VUF130",1994,14.4905
"7027","VUF131",1994,14.59
"7028","VUF132",1994,14.305
"7029","VUF133",1994,24.627
"7030","VUF135",1994,8.729
"7031","VUF136",1994,9.548
"7032","VUF137",1994,33.4885
"7033","VUF139",1994,32.7
"7034","VUF140",1994,30.2695
"7035","VUF142",1994,6.207
"7036","VUF143",1994,15.384
"7037","VUF144",1994,35.2635
"7038","VUF145",1994,14.5655
"7039","VUF146",1994,12.1435
"7040","VUF147",1994,22.41
"7041","VUF148",1994,22.293
"7042","VUF149",1994,30.895
"7043","VUF150",1994,14.633
"7044","VUF151",1994,21.617
"7045","VUF208",1994,10.66
"7046","VUF209",1994,12.879
"7047","VUF219",1994,8.4545
"7048","VUF222",1994,11.357
"7049","VUF229",1994,19.22775
"7050","VUF235",1994,8.729
"7051","VUF242",1994,6.207
"7052","VUF308",1994,10.66
"7053","VUF322",1994,10.6136666666667
"7054","VUF335",1994,8.729
"7055","VUF435",1994,8.729
"7056","VUF508",1994,21.8005
"7057","VUF001",1995,36.2
"7058","VUF002",1995,33.764
"7059","VUF003",1995,28.978
"7060","VUF004",1995,17.1395
"7061","VUF005",1995,24.099
"7062","VUF006",1995,16.003
"7063","VUF007",1995,15.2045
"7064","VUF008",1995,10.6925
"7065","VUF009",1995,12.9795
"7066","VUF010",1995,25.207
"7067","VUF011",1995,27.8855
"7068","VUF012",1995,12.1525
"7069","VUF013",1995,25.528
"7070","VUF015",1995,21.6535
"7071","VUF016",1995,13.302
"7072","VUF017",1995,51.636
"7073","VUF018",1995,17.0485
"7074","VUF019",1995,8.5365
"7075","VUF020",1995,14.226
"7076","VUF021",1995,27.809
"7077","VUF022",1995,11.429
"7078","VUF023",1995,31.9225
"7079","VUF024",1995,33.8915
"7080","VUF025",1995,23.71
"7081","VUF026",1995,16.6335
"7082","VUF027",1995,23.286
"7083","VUF028",1995,10.7075
"7084","VUF029",1995,18.5
"7085","VUF030",1995,20.3485
"7086","VUF031",1995,12.455
"7087","VUF032",1995,23.707
"7088","VUF034",1995,16.752
"7089","VUF036",1995,13.03
"7090","VUF037",1995,15.336
"7091","VUF038",1995,33.266
"7092","VUF039",1995,42.7725
"7093","VUF040",1995,44.822
"7094","VUF041",1995,25.614
"7095","VUF042",1995,38.79
"7096","VUF044",1995,20.1545
"7097","VUF045",1995,23.48
"7098","VUF047",1995,6.7445
"7099","VUF048",1995,18.4735
"7100","VUF049",1995,27.1245
"7101","VUF050",1995,11.9525
"7102","VUF101",1995,32.69
"7103","VUF102",1995,18.1335
"7104","VUF104",1995,14.6945
"7105","VUF105",1995,12.617
"7106","VUF106",1995,12.9875
"7107","VUF107",1995,22.3195
"7108","VUF108",1995,21.92
"7109","VUF109",1995,33.787
"7110","VUF110",1995,24.8915
"7111","VUF111",1995,24.241
"7112","VUF112",1995,20.355
"7113","VUF114",1995,13.655
"7114","VUF115",1995,15.3445
"7115","VUF116",1995,15.2855
"7116","VUF117",1995,17.548
"7117","VUF118",1995,18.262
"7118","VUF119",1995,16.1303333333333
"7119","VUF120",1995,13.918
"7120","VUF122",1995,10.327
"7121","VUF125",1995,7.211
"7122","VUF128",1995,32.611
"7123","VUF129",1995,20.2925
"7124","VUF130",1995,14.665
"7125","VUF131",1995,14.6625
"7126","VUF132",1995,14.4345
"7127","VUF133",1995,24.748
"7128","VUF135",1995,8.795
"7129","VUF136",1995,9.587
"7130","VUF137",1995,33.768
"7131","VUF139",1995,32.78
"7132","VUF140",1995,30.401
"7133","VUF142",1995,6.3065
"7134","VUF143",1995,15.429
"7135","VUF144",1995,35.463
"7136","VUF145",1995,14.638
"7137","VUF146",1995,12.1715
"7138","VUF147",1995,22.547
"7139","VUF148",1995,22.4245
"7140","VUF149",1995,31.075
"7141","VUF150",1995,14.774
"7142","VUF151",1995,21.7575
"7143","VUF208",1995,10.6925
"7144","VUF209",1995,12.9795
"7145","VUF219",1995,8.5365
"7146","VUF222",1995,11.429
"7147","VUF229",1995,19.39625
"7148","VUF235",1995,8.795
"7149","VUF242",1995,6.3065
"7150","VUF308",1995,10.6925
"7151","VUF322",1995,10.6943333333333
"7152","VUF335",1995,8.795
"7153","VUF435",1995,8.795
"7154","VUF508",1995,21.92
"7155","VUF001",1996,36.2565
"7156","VUF002",1996,33.805
"7157","VUF003",1996,29.01
"7158","VUF004",1996,17.1935
"7159","VUF005",1996,24.17
"7160","VUF006",1996,16.0055
"7161","VUF007",1996,15.2285
"7162","VUF008",1996,10.695
"7163","VUF009",1996,13.015
"7164","VUF010",1996,25.3125
"7165","VUF011",1996,27.9375
"7166","VUF012",1996,12.158
"7167","VUF013",1996,25.5915
"7168","VUF015",1996,21.6885
"7169","VUF016",1996,13.314
"7170","VUF017",1996,51.751
"7171","VUF018",1996,17.0675
"7172","VUF019",1996,8.553
"7173","VUF020",1996,14.2565
"7174","VUF021",1996,27.874
"7175","VUF022",1996,11.452
"7176","VUF023",1996,31.968
"7177","VUF024",1996,33.965
"7178","VUF025",1996,23.795
"7179","VUF026",1996,16.6475
"7180","VUF027",1996,23.38
"7181","VUF028",1996,10.7225
"7182","VUF029",1996,18.577
"7183","VUF030",1996,20.425
"7184","VUF031",1996,12.488
"7185","VUF032",1996,23.7695
"7186","VUF034",1996,16.763
"7187","VUF036",1996,13.0325
"7188","VUF037",1996,15.359
"7189","VUF038",1996,33.3885
"7190","VUF039",1996,42.9225
"7191","VUF040",1996,44.905
"7192","VUF041",1996,25.692
"7193","VUF042",1996,38.887
"7194","VUF044",1996,20.226
"7195","VUF045",1996,23.576
"7196","VUF047",1996,6.7595
"7197","VUF048",1996,18.5115
"7198","VUF049",1996,27.1635
"7199","VUF050",1996,11.955
"7200","VUF101",1996,32.789
"7201","VUF102",1996,18.172
"7202","VUF104",1996,14.739
"7203","VUF105",1996,12.6315
"7204","VUF106",1996,13.003
"7205","VUF107",1996,22.359
"7206","VUF108",1996,21.9625
"7207","VUF109",1996,33.906
"7208","VUF110",1996,24.985
"7209","VUF111",1996,24.3175
"7210","VUF112",1996,20.451
"7211","VUF114",1996,13.677
"7212","VUF115",1996,15.359
"7213","VUF116",1996,15.3335
"7214","VUF117",1996,17.577
"7215","VUF118",1996,18.327
"7216","VUF119",1996,16.1893333333333
"7217","VUF120",1996,13.954
"7218","VUF122",1996,10.3575
"7219","VUF125",1996,7.213
"7220","VUF128",1996,32.7025
"7221","VUF129",1996,20.33
"7222","VUF130",1996,14.735
"7223","VUF131",1996,14.69
"7224","VUF132",1996,14.487
"7225","VUF133",1996,24.7805
"7226","VUF135",1996,8.81
"7227","VUF136",1996,9.622
"7228","VUF137",1996,33.8995
"7229","VUF139",1996,32.835
"7230","VUF140",1996,30.4735
"7231","VUF142",1996,6.323
"7232","VUF143",1996,15.449
"7233","VUF144",1996,35.554
"7234","VUF145",1996,14.6535
"7235","VUF146",1996,12.1765
"7236","VUF147",1996,22.613
"7237","VUF148",1996,22.4715
"7238","VUF149",1996,31.153
"7239","VUF150",1996,14.837
"7240","VUF151",1996,21.8075
"7241","VUF208",1996,10.695
"7242","VUF209",1996,13.015
"7243","VUF219",1996,8.553
"7244","VUF222",1996,11.452
"7245","VUF229",1996,19.4535
"7246","VUF235",1996,8.81
"7247","VUF242",1996,6.323
"7248","VUF308",1996,10.695
"7249","VUF322",1996,10.7223333333333
"7250","VUF335",1996,8.81
"7251","VUF435",1996,8.81
"7252","VUF508",1996,21.9625
"7253","VUF001",1997,36.345
"7254","VUF002",1997,33.892
"7255","VUF003",1997,29.05
"7256","VUF004",1997,17.299
"7257","VUF005",1997,24.3145
"7258","VUF006",1997,16.0245
"7259","VUF007",1997,15.3185
"7260","VUF008",1997,10.7165
"7261","VUF009",1997,13.085
"7262","VUF010",1997,25.4915
"7263","VUF011",1997,28.0295
"7264","VUF012",1997,12.187
"7265","VUF013",1997,25.7445
"7266","VUF015",1997,21.7875
"7267","VUF016",1997,13.3685
"7268","VUF017",1997,51.942
"7269","VUF018",1997,17.1245
"7270","VUF019",1997,8.604
"7271","VUF020",1997,14.325
"7272","VUF021",1997,28.0355
"7273","VUF022",1997,11.499
"7274","VUF023",1997,32.078
"7275","VUF024",1997,34.0575
"7276","VUF025",1997,23.9685
"7277","VUF026",1997,16.7055
"7278","VUF027",1997,23.532
"7279","VUF028",1997,10.7825
"7280","VUF029",1997,18.7055
"7281","VUF030",1997,20.579
"7282","VUF031",1997,12.562
"7283","VUF032",1997,23.9205
"7284","VUF034",1997,16.8145
"7285","VUF036",1997,13.055
"7286","VUF037",1997,15.4415
"7287","VUF038",1997,33.584
"7288","VUF039",1997,43.1155
"7289","VUF040",1997,45.124
"7290","VUF041",1997,25.855
"7291","VUF042",1997,39.0725
"7292","VUF044",1997,20.318
"7293","VUF045",1997,23.7285
"7294","VUF047",1997,6.7975
"7295","VUF048",1997,18.6
"7296","VUF049",1997,27.26
"7297","VUF050",1997,11.984
"7298","VUF101",1997,32.9055
"7299","VUF102",1997,18.2385
"7300","VUF104",1997,14.802
"7301","VUF105",1997,12.689
"7302","VUF106",1997,13.043
"7303","VUF107",1997,22.444
"7304","VUF108",1997,22.049
"7305","VUF109",1997,34.0415
"7306","VUF110",1997,25.1325
"7307","VUF111",1997,24.4635
"7308","VUF112",1997,20.6255
"7309","VUF114",1997,13.719
"7310","VUF115",1997,15.417
"7311","VUF116",1997,15.422
"7312","VUF117",1997,17.642
"7313","VUF118",1997,18.523
"7314","VUF119",1997,16.2996666666667
"7315","VUF120",1997,14.01
"7316","VUF122",1997,10.421
"7317","VUF125",1997,7.224
"7318","VUF128",1997,32.875
"7319","VUF129",1997,20.4255
"7320","VUF130",1997,14.8555
"7321","VUF131",1997,14.749
"7322","VUF132",1997,14.601
"7323","VUF133",1997,24.8745
"7324","VUF135",1997,8.868
"7325","VUF136",1997,9.676
"7326","VUF137",1997,34.1225
"7327","VUF139",1997,32.94
"7328","VUF140",1997,30.6115
"7329","VUF142",1997,6.4
"7330","VUF143",1997,15.4875
"7331","VUF144",1997,35.682
"7332","VUF145",1997,14.6905
"7333","VUF146",1997,12.1985
"7334","VUF147",1997,22.717
"7335","VUF148",1997,22.5625
"7336","VUF149",1997,31.275
"7337","VUF150",1997,14.969
"7338","VUF151",1997,21.9125
"7339","VUF208",1997,10.7165
"7340","VUF209",1997,13.085
"7341","VUF219",1997,8.604
"7342","VUF222",1997,11.499
"7343","VUF229",1997,19.5655
"7344","VUF235",1997,8.868
"7345","VUF242",1997,6.4
"7346","VUF308",1997,10.7165
"7347","VUF322",1997,10.7803333333333
"7348","VUF335",1997,8.868
"7349","VUF435",1997,8.868
"7350","VUF508",1997,22.049
"7351","VUF001",1998,36.4545
"7352","VUF002",1998,33.993
"7353","VUF003",1998,29.0915
"7354","VUF004",1998,17.3865
"7355","VUF005",1998,24.4775
"7356","VUF006",1998,16.037
"7357","VUF007",1998,15.4
"7358","VUF008",1998,10.7215
"7359","VUF009",1998,13.1305
"7360","VUF010",1998,25.647
"7361","VUF011",1998,28.104
"7362","VUF012",1998,12.2045
"7363","VUF013",1998,25.8805
"7364","VUF015",1998,21.868
"7365","VUF016",1998,13.407
"7366","VUF017",1998,52.125
"7367","VUF018",1998,17.1765
"7368","VUF019",1998,8.6455
"7369","VUF020",1998,14.3865
"7370","VUF021",1998,28.187
"7371","VUF022",1998,11.534
"7372","VUF023",1998,32.1695
"7373","VUF024",1998,34.1705
"7374","VUF025",1998,24.1335
"7375","VUF026",1998,16.7595
"7376","VUF027",1998,23.648
"7377","VUF028",1998,10.8345
"7378","VUF029",1998,18.8295
"7379","VUF030",1998,20.7385
"7380","VUF031",1998,12.622
"7381","VUF032",1998,24.0515
"7382","VUF034",1998,16.851
"7383","VUF036",1998,13.0645
"7384","VUF037",1998,15.5035
"7385","VUF038",1998,33.7625
"7386","VUF039",1998,43.2975
"7387","VUF040",1998,45.347
"7388","VUF041",1998,26.0155
"7389","VUF042",1998,39.236
"7390","VUF044",1998,20.409
"7391","VUF045",1998,23.8765
"7392","VUF047",1998,6.8205
"7393","VUF048",1998,18.677
"7394","VUF049",1998,27.3275
"7395","VUF050",1998,12.001
"7396","VUF101",1998,33.0285
"7397","VUF102",1998,18.302
"7398","VUF104",1998,14.865
"7399","VUF105",1998,12.7305
"7400","VUF106",1998,13.0815
"7401","VUF107",1998,22.521
"7402","VUF108",1998,22.1285
"7403","VUF109",1998,34.1735
"7404","VUF110",1998,25.2735
"7405","VUF111",1998,24.6385
"7406","VUF112",1998,20.781
"7407","VUF114",1998,13.7535
"7408","VUF115",1998,15.4555
"7409","VUF116",1998,15.521
"7410","VUF117",1998,17.718
"7411","VUF118",1998,18.663
"7412","VUF119",1998,16.398
"7413","VUF120",1998,14.065
"7414","VUF122",1998,10.4765
"7415","VUF125",1998,7.246
"7416","VUF128",1998,33.0285
"7417","VUF129",1998,20.5065
"7418","VUF130",1998,14.9625
"7419","VUF131",1998,14.8235
"7420","VUF132",1998,14.7055
"7421","VUF133",1998,24.9515
"7422","VUF135",1998,8.897
"7423","VUF136",1998,9.746
"7424","VUF137",1998,34.3265
"7425","VUF139",1998,33.047
"7426","VUF140",1998,30.754
"7427","VUF142",1998,6.4705
"7428","VUF143",1998,15.5365
"7429","VUF144",1998,35.8365
"7430","VUF145",1998,14.729
"7431","VUF146",1998,12.2175
"7432","VUF147",1998,22.838
"7433","VUF148",1998,22.6505
"7434","VUF149",1998,31.444
"7435","VUF150",1998,15.105
"7436","VUF151",1998,22.0275
"7437","VUF208",1998,10.7215
"7438","VUF209",1998,13.1305
"7439","VUF219",1998,8.6455
"7440","VUF222",1998,11.534
"7441","VUF229",1998,19.668
"7442","VUF235",1998,8.897
"7443","VUF242",1998,6.4705
"7444","VUF308",1998,10.7215
"7445","VUF322",1998,10.829
"7446","VUF335",1998,8.897
"7447","VUF435",1998,8.897
"7448","VUF508",1998,22.1285
"7449","VUF001",1999,36.561
"7450","VUF002",1999,34.125
"7451","VUF003",1999,29.148
"7452","VUF004",1999,17.513
"7453","VUF005",1999,24.6665
"7454","VUF006",1999,16.052
"7455","VUF007",1999,15.5095
"7456","VUF008",1999,10.742
"7457","VUF009",1999,13.2
"7458","VUF010",1999,25.8535
"7459","VUF011",1999,28.2335
"7460","VUF012",1999,12.2285
"7461","VUF013",1999,26.0805
"7462","VUF015",1999,21.992
"7463","VUF016",1999,13.458
"7464","VUF017",1999,52.359
"7465","VUF018",1999,17.238
"7466","VUF019",1999,8.693
"7467","VUF020",1999,14.449
"7468","VUF021",1999,28.3455
"7469","VUF022",1999,11.58
"7470","VUF023",1999,32.2735
"7471","VUF024",1999,34.2655
"7472","VUF025",1999,24.3615
"7473","VUF026",1999,16.821
"7474","VUF027",1999,23.812
"7475","VUF028",1999,10.8985
"7476","VUF029",1999,19.0145
"7477","VUF030",1999,20.9335
"7478","VUF031",1999,12.6955
"7479","VUF032",1999,24.2235
"7480","VUF034",1999,16.9165
"7481","VUF036",1999,13.089
"7482","VUF037",1999,15.603
"7483","VUF038",1999,33.949
"7484","VUF039",1999,43.5115
"7485","VUF040",1999,45.586
"7486","VUF041",1999,26.2345
"7487","VUF042",1999,39.424
"7488","VUF044",1999,20.5205
"7489","VUF045",1999,24.057
"7490","VUF047",1999,6.8585
"7491","VUF048",1999,18.7635
"7492","VUF049",1999,27.421
"7493","VUF050",1999,12.0235
"7494","VUF101",1999,33.1775
"7495","VUF102",1999,18.3855
"7496","VUF104",1999,14.9325
"7497","VUF105",1999,12.8015
"7498","VUF106",1999,13.13
"7499","VUF107",1999,22.6305
"7500","VUF108",1999,22.2235
"7501","VUF109",1999,34.332
"7502","VUF110",1999,25.459
"7503","VUF111",1999,24.832
"7504","VUF112",1999,20.978
"7505","VUF114",1999,13.7985
"7506","VUF115",1999,15.5285
"7507","VUF116",1999,15.6495
"7508","VUF117",1999,17.801
"7509","VUF118",1999,18.842
"7510","VUF119",1999,16.5113333333333
"7511","VUF120",1999,14.137
"7512","VUF122",1999,10.5555
"7513","VUF125",1999,7.268
"7514","VUF128",1999,33.221
"7515","VUF129",1999,20.6205
"7516","VUF130",1999,15.1175
"7517","VUF131",1999,14.868
"7518","VUF132",1999,14.821
"7519","VUF133",1999,25.055
"7520","VUF135",1999,8.942
"7521","VUF136",1999,9.837
"7522","VUF137",1999,34.6305
"7523","VUF139",1999,33.16
"7524","VUF140",1999,30.927
"7525","VUF142",1999,6.602
"7526","VUF143",1999,15.588
"7527","VUF144",1999,36.0295
"7528","VUF145",1999,14.771
"7529","VUF146",1999,12.247
"7530","VUF147",1999,22.975
"7531","VUF148",1999,22.7605
"7532","VUF149",1999,31.609
"7533","VUF150",1999,15.258
"7534","VUF151",1999,22.1565
"7535","VUF208",1999,10.742
"7536","VUF209",1999,13.2
"7537","VUF219",1999,8.693
"7538","VUF222",1999,11.58
"7539","VUF229",1999,19.8175
"7540","VUF235",1999,8.942
"7541","VUF242",1999,6.602
"7542","VUF308",1999,10.742
"7543","VUF322",1999,10.897
"7544","VUF335",1999,8.942
"7545","VUF435",1999,8.942
"7546","VUF508",1999,22.2235
"7547","VUF001",2000,36.591
"7548","VUF002",2000,34.1445
"7549","VUF003",2000,29.1525
"7550","VUF004",2000,17.53
"7551","VUF005",2000,24.702
"7552","VUF006",2000,16.0605
"7553","VUF007",2000,15.521
"7554","VUF008",2000,10.7595
"7555","VUF009",2000,13.2065
"7556","VUF010",2000,25.901
"7557","VUF011",2000,28.25
"7558","VUF012",2000,12.245
"7559","VUF013",2000,26.11
"7560","VUF015",2000,22.0225
"7561","VUF016",2000,13.4595
"7562","VUF017",2000,52.4325
"7563","VUF018",2000,17.246
"7564","VUF019",2000,8.694
"7565","VUF020",2000,14.458
"7566","VUF021",2000,28.378
"7567","VUF022",2000,11.581
"7568","VUF023",2000,32.3205
"7569","VUF024",2000,34.291
"7570","VUF025",2000,24.3995
"7571","VUF026",2000,16.8325
"7572","VUF027",2000,23.871
"7573","VUF028",2000,10.907
"7574","VUF029",2000,19.057
"7575","VUF030",2000,20.9815
"7576","VUF031",2000,12.707
"7577","VUF032",2000,24.251
"7578","VUF034",2000,16.921
"7579","VUF036",2000,13.0905
"7580","VUF037",2000,15.611
"7581","VUF038",2000,33.9845
"7582","VUF039",2000,43.5605
"7583","VUF040",2000,45.634
"7584","VUF041",2000,26.276
"7585","VUF042",2000,39.4655
"7586","VUF044",2000,20.5395
"7587","VUF045",2000,24.0865
"7588","VUF047",2000,6.8685
"7589","VUF048",2000,18.7725
"7590","VUF049",2000,27.437
"7591","VUF050",2000,12.0255
"7592","VUF101",2000,33.227
"7593","VUF102",2000,18.4025
"7594","VUF104",2000,14.94
"7595","VUF105",2000,12.807
"7596","VUF106",2000,13.131
"7597","VUF107",2000,22.655
"7598","VUF108",2000,22.2425
"7599","VUF109",2000,34.371
"7600","VUF110",2000,25.504
"7601","VUF111",2000,24.8765
"7602","VUF112",2000,21.022
"7603","VUF114",2000,13.8035
"7604","VUF115",2000,15.543
"7605","VUF116",2000,15.672
"7606","VUF117",2000,17.842
"7607","VUF118",2000,18.904
"7608","VUF119",2000,16.536
"7609","VUF120",2000,14.15
"7610","VUF122",2000,10.574
"7611","VUF125",2000,7.289
"7612","VUF128",2000,33.255
"7613","VUF129",2000,20.6385
"7614","VUF130",2000,15.1405
"7615","VUF131",2000,14.8845
"7616","VUF132",2000,14.845
"7617","VUF133",2000,25.073
"7618","VUF135",2000,8.943
"7619","VUF136",2000,9.889
"7620","VUF137",2000,34.6855
"7621","VUF139",2000,33.222
"7622","VUF140",2000,31.0035
"7623","VUF142",2000,6.619
"7624","VUF143",2000,15.6015
"7625","VUF144",2000,36.0635
"7626","VUF145",2000,14.7745
"7627","VUF146",2000,12.248
"7628","VUF147",2000,23.006
"7629","VUF148",2000,22.7775
"7630","VUF149",2000,31.642
"7631","VUF150",2000,15.283
"7632","VUF151",2000,22.179
"7633","VUF208",2000,10.7595
"7634","VUF209",2000,13.2065
"7635","VUF219",2000,8.694
"7636","VUF222",2000,11.581
"7637","VUF229",2000,19.84775
"7638","VUF235",2000,8.943
"7639","VUF242",2000,6.619
"7640","VUF308",2000,10.7595
"7641","VUF322",2000,10.9096666666667
"7642","VUF335",2000,8.943
"7643","VUF435",2000,8.943
"7644","VUF508",2000,22.2425
"7645","VUF001",2001,36.6535
"7646","VUF002",2001,34.201
